ORF,As,Ca,Cd,Cl, Co,Cu,Fe, K,Mg,Mn,Mo,Na,Ni,P,S,Se,Zn
YAL005C,-0.223288542,0.619943294,-0.231979327,1.537845844,-0.099886838,-0.587172506,-0.260799257,-0.774726194,-0.621147393,-0.158307478,-0.02323215,0.12279098,-0.522027428,-0.226813334,0.392347414,0.347838694,-0.10545392
YAL007C,-0.792108552,-0.726478495,0.445497767,-0.501873824,0.43121594,-1.920878915,0.075402496,-0.44439652,-0.032158735,-0.797990913,-0.061525856,-0.515290612,-0.05122795,0.051021205,-0.546568009,-0.589378211,-1.095321581
YAL008W,0.688716843,0.030233667,0.626773685,0.178176369,0.503363421,0.288061502,0.155351925,0.401492048,0.504738888,0.851222122,-0.049665499,-0.108961363,0.057816887,0.666785533,1.243994709,0.45584592,0.589415752
YAL009W,-0.246892755,-0.578474863,2.951189456,-0.016499856,2.672579706,0.958834189,0.367032375,0.09139294,0.952912208,-0.756646761,-0.904046668,0.487869084,0.595078276,0.683667574,0.948519426,-0.421359216,-1.203524087
YAL010C,-0.31834239,-0.28097241,-0.160769963,-0.207407645,-0.150909805,-1.041541514,0.072510696,-0.430147976,-0.921899333,-0.192810327,-0.201389022,-0.370236573,-0.89348209,-1.414676035,-0.414452299,0.538221019,-0.021659272
YAL011W,-1.226005436,-0.080318093,2.663461761,0.102004649,1.900286136,-1.110259546,-0.17190404,-2.39090148,0.317395328,0.518807194,-0.749046009,-0.492643663,0.778699782,-2.145971139,-0.272941586,0.534729749,-0.632862981
YAL012W,0.473826973,0.220534596,0.09175208,-0.7579047,0.259471336,-0.832819613,0.48996601,0.009712082,-0.329121618,0.298166,0.214566979,-0.092932048,-0.161030001,-0.574297095,-0.820724555,-1.375604822,0.161083004
YAL016W,-0.217931675,0.230499732,0.378148276,-0.222733092,0.000474231,-0.784743262,-0.39375138,0.485539343,0.600414504,0.535666076,-0.821676196,-1.09072951,1.064304034,-0.253811151,-0.075581274,0.523230056,0.069332918
YAL018C,-0.365007643,-0.507846511,0.196839282,2.022443829,0.295208672,1.67053611,-0.639500793,0.337918819,0.933219526,-0.232462873,-0.765084648,0.079473762,1.12942748,0.09930966,-0.374589822,-0.923806369,-2.096440753
YAL019W,-1.158204842,-0.401126696,0.56858001,0.561329634,0.226806474,0.862042707,0.42117871,0.609507505,-0.343926884,-0.462592792,0.460099916,-0.454224612,-0.59536413,0.071752377,-1.040331016,0.333220331,0.321787745
YAL020C,1.022069945,-0.044677257,0.907437991,-0.17058909,0.402065414,0.304866307,-0.650724184,0.252651158,-0.041045105,0.858410272,-0.880660475,0.098515982,0.149503689,-0.01350418,-0.037111706,1.126867823,0.548731672
YAL021C,-0.577117746,0.316296638,0.120567382,-0.137059944,-0.047910442,-0.355997125,-0.205916392,0.35006535,0.435766872,-0.089829969,-0.446273766,-0.316774351,0.250914568,0.010520475,-0.71528599,0.089389077,0.403114304
YAL022C,0.302013115,-0.781206055,0.968731602,0.27632643,0.9053424,-0.080634927,-0.212801134,1.095203893,0.568671416,1.020507242,-0.817252546,-0.213456574,-0.229608298,0.219593502,0.797619219,-1.310112549,0.671273553
YAL024C,-0.614619221,-0.539562161,-0.289603732,-0.435098874,-0.682622572,-0.935567891,-0.181148446,0.144500561,-0.420707233,0.195571499,0.212624671,0.41538631,-0.386564267,0.123051338,0.033628481,-0.47319714,0.452154532
YAL026C,0.30525379,0.131025086,-0.046626948,0.306174604,0.43357167,-0.15462097,0.030998373,1.704043397,1.184432187,0.12137724,-0.436419467,-0.105454717,0.202169458,0.60956638,0.734042669,-1.650316978,0.236677044
YAL027W,0.19726424,0.647121726,0.230216823,-0.573371438,0.259739854,-0.176159597,0.503230867,-0.251527824,0.34747747,-0.246001328,0.551118575,-0.255687386,-0.313642668,0.433437985,-0.73557575,0.520129103,0.098097543
YAL029C,0.134457808,0.498963243,-0.08262354,0.361215018,-0.42163544,-0.794580999,-0.840273962,0.065852656,-0.554187861,-0.024275364,-0.489787038,-0.835100621,-0.416693029,-0.623090201,-0.012138672,0.50898853,-0.146428022
YAL030W,-0.492493332,-0.379158683,0.967886258,1.812840635,0.874582049,2.037309188,1.254784833,0.255433455,1.646708906,-0.930642032,-0.657084142,0.350024213,1.268918736,0.940919041,-0.583563753,-0.86702468,-4.291606242
YAL033W,0.191773624,1.306285934,-0.315696267,-0.663644368,-0.103199735,-0.516699998,-0.267561748,1.303151025,-0.356866382,1.734004124,-0.37260487,-0.040098795,-0.640945326,0.030781483,0.922822771,0.37118549,1.003754112
YAL034C,0.265231933,-0.402882524,0.086940032,-0.940919133,-0.03521689,-0.236929299,-0.631320229,0.148653564,-0.079440724,0.274109456,0.959536727,-0.651460799,-0.384457146,-0.110047151,0.304044586,0.659663399,0.656675882
YAL034W-A,2.48040859,-0.891896508,-3.144119863,1.858815734,-1.575462622,-1.119687379,10.21371519,-0.731253051,1.244855712,-4.669422829,0.609193756,0.307327307,0.650575889,0.491638756,-0.016320472,0.125121565,-7.681107848
YAL035C-A,-0.404824321,-0.497118495,0.047798708,-0.555881677,-0.309378227,-0.198400235,-0.339705248,-0.953050853,-1.148827263,-0.053292881,0.088466064,-0.493739126,-0.001002727,-1.481804763,-1.508499765,0.516972186,-0.175636971
YAL035W,1.077897303,0.320536022,0.512136418,0.480173603,0.499848723,1.056449835,0.57726632,0.565383147,0.03891777,0.269951399,2.893399902,0.245699155,0.183729309,1.148607474,0.424546168,-0.683187192,1.664846905
YAL036C,0.270533013,1.728038571,-0.002877032,1.548768599,0.59169499,-0.370699801,-0.031623807,0.86969225,1.552607117,-0.181628713,0.156133219,0.50254413,0.613817579,1.366712691,0.794384876,-1.485527161,0.038810946
YAL037W,0.627214035,0.919602828,0.507326237,-0.028740072,0.013358368,0.126901344,0.240868693,0.259751274,0.35586196,0.334350379,0.842718342,-0.224127088,0.434968526,0.737524117,0.576344559,-0.189557694,0.710885532
YAL038C-A,1.596431083,0.388883497,1.269619542,0.502457213,0.506357848,1.167934142,1.80077562,0.752606202,1.309239686,1.417653476,1.312723603,0.12901866,0.587668357,1.215697179,1.512244089,0.389321485,0.922644118
YAL038W,-0.610526112,-0.399781634,1.565537674,0.834369978,-0.763853197,0.13029872,-0.58294512,-0.056569932,-0.394503924,0.626528406,-1.617689399,0.147847197,0.385684881,-1.000205406,0.663867025,-0.051352119,0.978252242
YAL039C,1.702391638,-0.165535378,1.333687717,1.236569775,1.319675748,-0.713969156,-0.127208504,2.08084439,1.558469665,-0.219778842,-0.011282567,0.268854275,1.076074695,2.876170014,0.752048181,0.774791713,0.305934588
YAL040C,0.668658686,0.929731688,0.792640837,1.232847112,-0.425991345,0.965634859,-0.699147289,0.441173848,0.354925545,1.365178768,-1.665601543,0.031800291,0.228910639,0.598814883,-0.014963034,0.143751835,0.379366702
YAL041W,-0.49315314,0.066035743,-0.434771936,-0.665788839,-0.247378955,-0.403084658,-1.792241519,-0.888402651,-0.387711926,-0.482633902,-0.934279915,1.003281314,-0.522966249,-0.856577431,-0.782392572,-0.523530606,-0.663834406
YAL042W,0.106051108,1.086858553,0.176615335,1.126707718,0.03430205,0.31672772,0.299271645,0.364084429,0.086320321,0.834633891,-0.051059955,1.01651072,-0.314294588,-0.085848619,0.386489175,-0.977400341,-0.284388958
YAL043C,0.689742712,-0.280236377,1.999724003,0.194027923,2.484107831,2.659382186,1.247717123,-0.276416462,0.928515435,1.065998592,0.781750037,0.659795129,1.111283726,0.67400371,0.468516252,-0.434383292,0.322163138
YAL043C-A,-0.64136907,-0.400790384,0.508143825,0.018339693,0.672807063,-0.30688806,0.736919205,0.186657877,0.452590533,-0.086741933,0.073303427,0.111578869,0.220322214,0.147426679,0.470253008,-0.448044328,0.361395291
YAL044W-A,0.455894406,1.890165965,0.108672875,-5.442602164,0.350832616,0.377072818,-0.252509496,0.630485537,0.350505102,0.643774679,-0.107682138,0.299523126,0.155817248,0.029201216,0.034061789,-0.089877854,0.644220302
YAL045C,0.431372322,-1.369281281,0.25991188,-2.419103181,-0.277781875,-0.398124169,0.081069896,-0.95565666,-0.414758897,0.563495739,0.299999447,0.184983901,-0.08393352,-1.261621685,-0.279456125,0.333275103,-0.303945501
YAL046C,-0.818674275,0.97998282,0.904597812,0.312796135,1.03233829,-0.232688563,-0.09143297,0.159345656,0.477995461,0.256535381,-0.741583847,-0.045066184,0.181127776,0.759107106,-0.232384494,1.340881681,-0.175822387
YAL047C,0.906145112,0.482213315,0.544252873,1.079250239,0.526570692,-0.034770951,-0.157820087,0.375043864,0.480874084,1.036707248,0.544629428,-0.283582701,0.595195465,0.882037776,0.860319575,0.517393709,0.585694276
YAL048C,0.293391345,-0.202080809,0.035639117,-0.341153567,-0.142334268,0.244072819,-0.763486555,0.269718847,-0.212224587,-0.032259059,-0.243927426,-1.178919211,-0.765521617,0.095307809,-0.200193036,-0.420211755,0.270561732
YAL049C,-0.141846871,-0.375016654,-0.084138994,-0.188921543,-0.23917096,-0.691126518,-0.3857372,-0.316259765,0.174276047,-0.820822667,0.040731063,-0.416470622,0.003896927,-0.268562688,-0.384868994,-0.557100636,-0.320259518
YAL054C,-1.849807391,-0.27370677,-0.224767418,-0.644288694,-0.058981612,-0.539477145,-0.008624571,-0.356938262,-0.068903186,-0.384953662,-0.354086885,-0.017966949,1.054740688,-0.374054817,-0.384532874,-0.42533619,-0.342544845
YAL055W,0.727386155,0.687864757,-1.133853409,-0.359682457,-1.217724523,0.956979241,0.203167227,-1.383118206,-1.446591604,0.02798602,0.415718714,-1.147928952,-0.511322354,-2.492852456,-1.103845383,-1.434945546,-0.556923497
YAL058C-A,-0.550412319,-1.240026655,1.969251295,0.287099016,1.907814174,0.481284665,1.124510082,-0.296404119,2.182152107,-1.089816296,-1.449236902,0.54532749,0.284812684,-0.071922808,-0.629490527,0.025199666,-5.404745842
YAL060W,0.773658415,-0.279994876,0.052571479,0.997434026,-0.032876924,0.007075696,-0.588478631,0.239934043,0.329466651,0.686912297,-0.764680889,-0.208483289,0.125465316,0.32008031,0.546326331,0.862433375,-0.133971648
YAL061W,0.943342425,1.432748875,0.215156242,0.397353168,0.271191838,0.029209774,-0.294158698,0.904382599,0.346385179,0.472818738,-0.009277308,0.286741621,0.015412635,0.679593587,0.54871523,-0.189915484,-0.227159956
YAL062W,0.870174315,0.107586663,0.044859953,0.12019008,0.751798324,-0.428243599,0.370863242,0.583672955,0.199424037,0.343934835,0.778048335,0.393726298,0.042562549,0.057302914,0.716199923,-0.217445447,0.354285281
YAL064C-A,-1.165220783,-0.188165108,0.532879626,-3.1415685,0.229518426,-0.301463202,-0.32047565,0.251435473,0.343998184,-0.301099745,-0.061853233,-0.48965222,0.121335104,-0.163548215,-0.662971417,-2.38054543,-0.126420201
YAL064W,-1.292006378,-0.594207984,-0.517947819,0.021502394,-0.63200006,-1.09989876,-0.785288267,-1.109778442,-0.231138309,-0.239655386,-0.800211634,-0.617043539,-0.596493725,-1.017658071,-1.139496749,0.934973227,-0.73631722
YAL064W-B,-0.1318314,0.040142906,-0.113284424,-0.630812656,0.256476218,-0.531237487,-0.515932595,-0.00121317,-0.473125945,-0.838900104,-0.414231797,-0.305098208,-0.542226326,-0.155131013,-0.535330837,-0.528042834,-0.426329043
YAL066W,-0.912994616,-1.036537376,-1.488414356,-0.216788127,-0.478645002,-0.698895703,-0.271613348,-1.318413468,-1.20187184,-1.879211158,-0.199907171,-0.415101093,-1.2801682,-1.301837885,-1.732674654,-1.220080569,-1.646418021
YAL067C,-0.739932345,-0.610379778,-5.757309035,1.107342134,-5.013808938,2.322402817,0.768779678,0.439460492,-2.80141408,-2.885724142,-0.472100618,0.248673575,-1.44117928,0.446628111,0.511195646,-0.186277103,-0.080940362
YAL068C,0.309270539,-2.520851012,2.494918696,-0.904594243,1.610320029,4.051349491,0.558004852,1.863968656,3.270832365,0.324675779,-0.298886945,0.722675504,2.501934403,1.95269789,0.628331561,0.222602449,-2.746630993
YAL068W-A,-0.524012075,0.014906789,0.009369254,-0.333460331,0.116552977,-0.113923084,0.556627529,0.560841461,0.157011575,-0.581163578,0.006703299,-0.218485193,0.499348012,0.133249288,0.198530908,0.137162368,0.096943307
YAL069W,0.546591919,-0.408724957,0.128536355,-0.70745871,0.159554232,0.369132729,0.260692907,-0.084247418,-0.004318949,-0.064139848,0.270192677,-0.280030732,0.127384717,0.168912183,-0.022807577,0.029681594,0.913487668
YAR002C-A,0.246696751,1.292353787,0.560392285,0.532838799,0.468287989,0.819179028,1.174347867,0.510057872,4.81E-15,0.177696895,0.339772752,0.829745837,0.807479717,1.074569771,1.519474676,0.963816612,1.207865078
YAR002W,0.374116723,-0.942134474,-0.397432442,-0.568771959,-0.27139676,-0.974971161,-0.748212089,-0.475905372,-0.587019758,-0.544525464,-0.191988478,0.110025791,-0.838751011,-0.624914683,-0.960458987,0.044137062,-0.170016616
YAR003W,-0.559047525,-0.023653076,-3.563783785,0.14554665,-4.424274565,-0.256180367,0.424643491,0.021677378,-2.879173735,-2.741635666,0.524727388,0.547004465,-1.479612606,-0.187013623,-0.441129496,-1.034391168,-0.003972774
YAR007C,0.083305397,0.550253042,-0.483660454,-0.334264968,-0.367171147,0.675573176,-0.0053499,-0.006070444,-0.637940157,-0.865615413,-0.064177581,0.007065392,-0.524605372,-0.135096026,-0.44418322,0.536935941,-0.143059834
YAR008W,0.056754629,0.44923979,0.176839899,0.800000658,0.194092159,0.248049503,-0.333396678,0.276347499,0.497822896,0.427885376,-0.019077248,0.881000394,0.466721785,-0.025204396,0.258170163,0.487415689,0.172862686
YAR015W,-1.026204471,-0.350268824,0.382388125,-1.859022382,0.707925171,-0.515958395,-1.370809344,-0.477909538,-0.048984199,1.407139383,-0.844745873,-0.337957034,-0.036742929,0.013200222,-1.011108037,-1.122309594,0.546067943
YAR018C,-1.058483502,0.164275143,0.70005715,-0.162045848,0.55386558,-0.715223244,-0.2225408,-0.704993749,-0.662786612,0.040864906,-0.078437717,0.005091597,-0.865287499,-0.389795713,-0.261868644,0.670337561,-0.2883502
YAR020C,0.354102325,0.137988461,0.553121562,-0.023153463,0.122131281,0.063730299,-0.154451989,0.116776752,0.467778204,0.890175208,-0.307592621,-0.648724937,0.79926974,0.117079215,0.408882356,0.411124759,0.721395743
YAR023C,1.190895047,1.245853651,2.647992761,0.121754293,2.265543782,1.540081507,0.972600932,1.011369767,1.770672221,0.585817684,0.426909577,-0.178804728,1.380303094,1.335462191,2.535979244,0.573350251,2.43846716
YAR027W,0.423007127,0.411033666,0.296021605,0.439218985,0.258096731,0.230035488,0.660019052,0.770455873,0.809760604,0.591189843,-0.510790044,1.372458241,0.145447893,0.415662286,0.632338817,0.823977354,0.804902878
YAR028W,0.131272449,-0.49032929,0.414673578,-0.283657081,0.582189274,-0.136028319,-0.632862613,0.845143349,0.328025409,-0.052731374,-1.38829346,-0.24844635,0.501482398,0.835188134,0.133401604,-0.362591606,-0.383360672
YAR029W,-0.259942728,0.494460763,0.263621703,-0.878474892,0.217504098,0.161499273,0.358472659,0.081028508,-0.176650055,0.411700212,-0.772096187,0.017355193,-0.194980243,0.085566348,0.165869038,-1.70035275,0.454096583
YAR030C,-2.306100672,0.396095885,-5.519201514,-0.022064578,-5.561749716,1.055561306,0.130002185,0.354851322,-2.800267053,-2.84094877,0.345016513,0.031361208,-1.417063906,0.118978585,-0.488269216,-1.41219409,-0.016071615
YAR031W,0.528994921,0.169763588,-0.180880108,0.032832457,-0.086016958,-0.007602924,0.370036886,0.283278,-0.018375076,0.387031342,0.342193421,-0.584840215,0.028745238,0.4967551,0.348208263,-0.022091727,0.105524438
YAR033W,-0.117722875,0.243519391,0.554473557,0.235878407,0.458070112,-0.355330743,-0.143193734,-0.193371819,0.831334441,-0.551980548,-0.100786253,0.048138355,0.25664684,0.392547667,-0.225031506,-0.302492221,0.168651876
YAR035C-A,-0.396858876,-0.331721878,0.564728174,0.049236154,-0.248327034,-0.41134828,0.328395799,0.091173092,-0.010518223,0.351099424,0.434257722,0.099386465,0.19309387,0.174922879,0.007440782,0.097303809,0.413273729
YAR035W,0.444277059,0.009465175,-2.597006692,0.129930037,-2.081125058,2.098840446,0.219753847,1.990876654,-0.371318187,-1.888753686,-0.364557344,0.136632244,-0.626861541,2.079062531,1.006487712,0.820933237,0.904800004
YAR044W,0.287647805,1.55084461,0.267621909,1.826302775,-0.170070514,-0.441328034,-0.395768425,1.160240448,-0.174636658,1.323102446,0.546140623,0.617025424,0.682999493,-0.030675393,0.265386299,0.496552289,1.475600664
YAR047C,0.344589497,0.118831144,-0.082833461,-0.038788148,-0.308277063,-0.504617384,-0.465407674,-0.398788793,-0.350980213,-0.303908166,-0.202669003,0.330972407,-0.114813775,-0.30589216,-0.08038565,1.033154466,0.041951376
YAR060C,1.889953947,1.121010122,1.62177611,2.309136482,-0.081952051,-0.238337608,-0.132774021,1.626622455,0.059915528,1.360202811,-0.595675537,0.108746402,0.314236791,0.518905106,0.206852447,0.956946568,0.57608119
YAR061W,0.079535224,-0.481440577,-0.051675096,-0.521588297,0.338788889,-0.217735306,0.254956486,-0.398816076,-0.199374588,0.014837887,-0.329697668,0.29913576,-0.215012201,-0.532376654,0.042258237,0.361500148,-0.703736972
YAR064W,0.882008121,0.797877454,-0.097928106,0.212216145,-0.078728131,0.03702538,1.58706113,-0.475632854,-0.493983314,-0.128924788,0.85236071,-0.024361911,-0.215649169,-0.085969226,-0.208440797,0.676007187,0.449281215
YAR070C,-0.706937366,0.160327333,-0.841416032,-0.352271931,-0.183792074,0.308270897,-0.765953178,0.203801943,-0.539067099,0.117333279,0.285087833,-0.428943734,-0.192705002,-0.161833042,-0.819192425,-0.834736656,-0.238927718
YAR071W,-0.857072677,-0.485996434,1.080361544,1.116873431,1.097141914,2.686014893,0.623422569,0.391662847,2.996615786,-0.802714375,-0.801861667,0.328911987,2.22889033,1.663218426,0.286784986,-0.113755525,-4.408513131
YAR073W,-0.558034194,2.508656054,-0.34906032,-0.642373054,1.002230754,0.089453627,0.426015642,0.906650408,1.343395792,0.646853853,-0.376288288,0.638572381,1.618698236,1.682307286,0.638854953,1.036390589,-0.206402104
YAR075W,0.864418657,3.719877379,0.855963219,2.865145349,1.052551221,1.501716573,1.251456065,1.014116109,1.202245595,0.592443765,0.594423848,1.691966794,0.958475387,0.896407037,0.874281309,-1.040803546,0.51908776
YBL001C,-0.022160294,-0.79592668,0.084863045,-0.2678094,0.29609902,0.061581244,-0.035319455,-0.155391823,0.213497638,0.222067361,0.181618328,-0.293542965,-0.143000392,-0.108824363,-0.27872046,-0.163253015,-0.310831058
YBL002W,0.736610918,0.761989455,-1.852262619,-0.259733513,-1.522101591,0.015041394,0.008111513,0.769328568,-1.297106885,-1.139705984,-0.631778467,0.062952898,-0.775529414,0.659798846,-0.43150628,-0.56961139,0.588692898
YBL003C,-0.047215947,-0.329629755,-2.469840465,0.243345967,-2.240742188,0.143159386,-0.352220009,0.400254607,-0.523588302,-0.228660274,-1.22815726,0.417624042,0.075041065,1.232773725,-0.015131613,-0.261911544,-0.125222539
YBL005W,-0.240152747,-0.308473786,0.003378363,-0.329748729,-0.059916071,-0.696025942,-1.213722233,-1.197738826,-0.198248135,-0.32971532,-1.124863644,-0.309138642,-0.814480472,-1.214884962,-0.677877752,-0.857532498,-0.564711709
YBL008W,0.104985279,-0.240582486,-0.177481395,0.156560132,-0.350488742,0.177050607,-0.257208387,-0.367259028,-0.478500445,-0.462723128,-0.264823884,-0.569561918,-0.142566094,-0.407890528,-0.434442427,1.049293399,-0.060174408
YBL009W,0.371462723,-2.356514726,1.077240949,-1.705695282,-0.102613158,-0.153198089,-0.212997207,-0.568186494,1.44581996,-0.501898492,-2.516662736,-0.83711657,0.609410943,0.090582966,-0.73325798,-1.02214785,-3.862314781
YBL010C,0.022043635,0.107659855,0.386975629,0.357123879,0.173032439,-0.528679239,0.693499313,0.017846345,-0.346057363,0.720082431,-0.226201325,-0.417857988,0.26347469,-0.512461886,0.33833866,1.485899578,0.361421609
YBL011W,-1.387522794,0.669360799,0.185113274,-1.193532724,0.007438492,-0.300038217,0.868658539,-0.126027806,-0.253984636,0.510943242,1.255316593,-0.062920524,-0.377672308,0.313629708,-0.942643176,0.071722915,0.042289297
YBL012C,0.373977967,-0.067182634,-0.254393019,0.025560134,-0.21313787,-0.563947632,-0.067183251,-0.532280767,-0.543576472,-0.425128915,-0.618595211,-0.241884891,-0.263003222,0.081078625,-0.11494884,0.494380251,-0.220909089
YBL013W,-0.012315994,-0.059438372,-0.706378394,-0.713613432,-0.489743928,-0.437182528,-0.733201716,-1.058976485,-0.848505889,-0.201406624,-0.605492725,-0.263033582,-0.309890365,-1.306772238,-0.796355752,-0.464639017,-0.479798212
YBL014C,-0.58129113,-0.574547793,-0.918120723,-0.27745177,-0.120663487,0.281392397,-0.489307471,-0.656168732,-0.271757686,-0.882490761,0.124073652,-0.648884382,0.367102597,-0.205583582,-0.632609261,0.759340541,-0.503512689
YBL015W,-0.45753075,0.243792756,1.137772507,0.689681867,1.841156682,0.09914015,0.463530862,-0.049328089,0.634960619,0.228639151,0.389403186,0.232712123,0.362730599,0.04936263,0.175095656,-0.557924742,-0.434915754
YBL016W,0.486947016,-0.177864852,-0.109052361,-0.041820207,-0.058860814,-0.105175587,-0.204778972,-0.000881279,0.082436073,0.023278037,-0.408894849,-0.185393813,-0.168720821,-0.229869199,-0.101531214,-0.110338536,-0.316814424
YBL018C,-0.519820957,-0.368635053,-0.144739851,0.083670665,-0.070579978,-0.725002079,-0.896451682,-0.391166698,0.024932462,-0.251123219,-0.546364174,0.807492089,-0.114725325,-0.454873663,-0.496721895,-1.493000885,-0.524359577
YBL019W,0.819119522,0.487066353,0.163762086,0.087890179,0.165258412,-0.192617896,0.181145034,0.198865805,0.254896103,0.105322515,-0.335839031,1.395300655,-0.143822791,0.508493496,0.319627579,0.329867043,-0.164956602
YBL020W,0.227836611,-0.240280899,0.530107855,-1.460028636,0.735639584,-0.671230777,-0.191391336,-0.282346715,0.16202229,-1.353479846,-0.940601359,-0.009811826,-0.199080694,-0.212034591,-0.501660216,0.044159992,-0.231698541
YBL021C,-0.469668839,-0.758791566,0.142158173,-0.149353131,-0.028932761,-0.806438749,0.368769554,-0.198844531,-0.248903224,-0.213988689,0.297979519,-0.168628766,-0.054385281,-0.25021105,0.20946811,-0.226962753,-0.158667589
YBL022C,1.188100651,-0.532370384,-0.062773447,0.050802812,0.248646729,0.037538469,-0.564781066,-0.403417296,0.038100366,-0.848913633,-0.529471681,-0.033716482,-0.327726894,-0.266809297,-0.494689188,1.019586347,-0.548587418
YBL023C,-0.271880061,0.620556761,-0.345657526,-0.550817692,-0.290723889,0.224749741,-0.18167073,0.280076277,-0.346841235,-0.706745793,-0.637590398,-0.389065904,-0.139406775,0.582955964,0.481395207,0.514052793,0.039292633
YBL024W,1.590935269,0.054248371,4.801058914,0.746859322,3.875014831,1.153600394,1.146459899,1.298577561,2.053207917,-0.862478058,-0.375205457,1.194760673,1.221288316,2.95926933,0.80943268,0.03716406,1.31572356
YBL025W,1.094539342,-0.06500326,0.827643496,-0.269932037,0.901267328,-0.29004662,-0.478519967,0.389032274,0.756471016,0.605630957,-0.07918361,-0.231853474,0.466598928,1.059147035,0.476718954,1.223649597,0.058310721
YBL027W,2.028750059,0.826993121,1.694890373,1.061738192,1.225716645,0.332634019,-0.890957268,0.761983761,1.157513787,1.873358406,-0.129592634,-0.231849247,0.368674458,1.341031299,2.159751129,1.095516922,0.244079285
YBL028C,0.126044283,-0.662613893,0.005624211,0.012985203,0.532213213,0.748440525,0.028004825,-0.543251568,0.679730872,-0.096947639,-0.437168682,0.612741999,0.366534849,-0.564493364,-0.127338449,-0.782079889,-2.624714
YBL029C-A,-0.083375051,-0.885782286,0.400950612,-0.813044863,0.191962993,0.030877389,0.226486585,1.469368799,1.24113363,0.00275225,0.458230271,-0.08293222,0.933839028,2.640565346,-0.031184234,0.884021258,-0.628406928
YBL029W,-0.327432779,-1.26647238,-0.071215435,-3.451108942,-0.034908191,0.114878886,-0.439802189,-0.489168178,-0.421135877,-0.394585903,0.08665732,-0.463702056,0.112428926,-0.755545648,-0.465696578,-0.137815735,-0.177712782
YBL030C,-0.806099491,-0.608441279,-0.337743773,-0.352666707,-0.107530774,-1.300111,0.296794979,-0.658484548,-0.982670837,0.121718948,-0.144165596,0.117209919,-0.735473217,-0.433995419,-0.775514548,-0.1029771,-0.076532294
YBL031W,-0.470430591,-0.092980926,0.147863816,-0.472290728,-0.113650326,-0.882702428,0.029209176,-0.85516477,-0.100113423,0.70617522,-0.135008456,-2.42396012,0.299287286,-0.493054089,-0.168734665,0.377019102,-0.141710582
YBL032W,0.076661077,-1.034610878,0.985906667,0.13087517,0.260405968,-0.215976724,-0.241492148,-0.009868395,-0.207883449,0.014665986,-1.254906881,-0.039164082,-0.286772221,-0.350619698,0.656181268,-2.12232954,0.050162233
YBL033C,-0.630197477,0.239044444,0.071541894,-0.629826589,0.314595612,2.725912119,0.179176108,0.76142399,0.158274005,-0.006326373,0.655079232,0.145634185,0.01303215,0.50759513,0.589677456,-0.103058706,0.490931384
YBL034C,0.134890735,-1.030687832,0.300328383,0.430357281,-0.260116778,0.014467112,-0.26246791,0.185943803,-0.443637941,-0.060329267,0.502982869,0.352568347,-0.251737829,-0.153879383,-0.064643324,-1.112129352,-0.200305377
YBL035C,-0.564413879,0.033617751,-0.272057576,-0.136813254,0.08752444,-0.358348627,-0.271178835,0.011974174,-0.869961427,-0.530639891,-0.707159372,-1.397782414,-0.239954298,-0.13550878,-0.278954852,0.766115404,-0.142036227
YBL036C,0.472448988,-1.76879909,-3.292297481,0.428792302,-6.106781464,2.334040166,1.525077883,-3.247969925,-3.070476014,-1.639499759,3.972885537,-0.192585733,-1.222202959,-0.45402353,-0.622366967,1.676532166,0.218948397
YBL037W,0.13614103,-1.238883257,-0.235197787,0.32616398,0.10645147,1.48763027,0.247594211,-0.485153646,0.642537026,-1.405025419,-0.620447625,1.311191281,0.504313706,0.77819548,-1.069108778,-1.872630387,-4.610786828
YBL038W,-0.165752205,-0.349689703,0.130690126,-0.879430135,0.046226871,-0.693471469,0.105223925,0.020459586,0.768465619,1.457254755,0.334457585,-0.574975225,0.881536501,-0.002805982,0.20765482,-0.142200905,0.699185747
YBL039C,-0.624949715,-0.385542194,-0.023872474,-1.50668603,-0.105410976,-0.06165,-0.401923661,0.658776305,-0.058683629,0.115980067,0.219220223,-0.102695464,-0.1441455,0.384640205,-0.293717169,-0.028321498,0.316355361
YBL040C,-0.737686772,-0.134725331,-0.666003856,0.330386915,-0.424783952,-0.514196188,0.042901395,-0.27692881,-0.257729244,-0.113068041,-0.269021178,-0.660174378,-0.06589748,0.028737504,-0.521453872,-1.021013358,-0.136954937
YBL041W,-0.03476418,0.288227924,-0.125020124,0.269126815,-0.239816962,-0.550114465,-0.223767533,0.43348871,0.179115612,-0.267683635,-0.616147637,0.653428811,0.060194591,-0.09903282,0.948930513,0.274118166,0.64683026
YBL042C,0.280108905,0.884008175,0.543150929,0.483155872,0.124548706,-0.035926792,-0.490578453,0.283732647,-0.303350563,0.445931724,0.19624607,-0.232995739,1.988303124,0.13729675,0.205538237,0.603066097,0.820019868
YBL043W,0.48645451,-0.071285041,0.087869141,-0.411516041,0.398798838,0.067737396,-0.538566149,-0.035334341,-0.031120854,0.280523702,1.037480125,-0.208224511,0.057728942,-0.010501348,0.161036345,0.934602424,-0.214276669
YBL044W,-0.253005845,0.21704856,0.14106326,2.640742767,0.08137219,0.168514094,-0.941772557,0.294565567,0.485384465,0.312088894,-1.377295979,0.138133089,0.139612635,0.462702649,0.491396786,0.146259492,0.020137097
