ORF,Ca,Cd,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,S,Zn
YMR159C,-0.288562099,-0.307350676,-0.031454229,-0.653572444,-0.083212833,0.003025365,-0.443156673,-0.290286223,-0.623686595,0.967187785,-0.21569177,-0.775729336,-0.330382108,0.235093065
YMR160W,-0.638560814,-0.58085373,-0.14150839,-0.154922151,-0.701129167,0.251448785,-0.145512896,-0.2224515,-0.435261184,0.173790969,-0.390502897,0.00777668,-0.036355715,-0.254823983
YMR161W,-0.213441439,-0.601503048,-0.547906862,-0.026812364,-0.457657891,0.563013537,-0.487748404,-0.037771132,-0.102594317,-0.023891466,-0.829860243,-0.329088209,-0.499693548,-0.061569496
YMR162C,0.114246914,-0.388236007,-0.290678893,-0.115201623,-0.328886501,-0.070471771,-0.962749677,0.496300994,-0.04324979,1.0479588,-0.349411528,0.342903596,-0.626126076,0.264233449
YMR163C,0.394818261,2.233383951,0.449988547,0.082676447,0.220558685,-0.040347234,-0.270210464,1.535683319,1.170626077,-1.954346668,0.838987804,0.394318984,0.033594841,0.05884993
YMR164C,0.27979424,2.751461162,0.188441449,0.028443821,-0.153795942,-0.452263296,0.047695756,1.763257378,1.741920978,-2.353437688,1.135508241,0.286513615,0.34610149,-0.915376797
YMR166C,0.437688785,2.812836889,0.434410936,0.441298606,-0.015398116,-0.737668243,0.737043491,0.82205563,1.184449915,-1.837015002,1.449787897,0.88627557,0.999369889,-0.326082967
YMR167W,0.035697783,1.202140021,0.115930995,-0.027779543,-0.021590202,-0.963969129,0.171975041,-0.574167485,0.702813064,-0.129348994,0.32645273,0.264367792,0.374793666,-0.641534321
YMR169C,-0.412526428,-0.789148516,0.030597731,0.372620235,-0.016434641,0.00863318,0.010912791,0.099889613,0.171470419,0.494462301,-0.154932815,0.055990702,0.058237368,0.281218683
YMR170C,0,-0.090740796,-0.344080137,-0.460100919,-0.633086785,0.211306832,-0.703206506,0.325835204,-0.470007397,-0.297161844,-0.701958054,-0.469707509,0.0684362,-0.142432484
YMR171C,1.366661618,2.49603277,0.378826189,0.119974754,2.319372382,-0.733747253,0.627065608,1.029085277,0.659062149,-2.006458008,1.454726077,0.574635626,0.18094439,-0.708905585
YMR172C-A,-0.012280948,-0.834893844,-0.568499305,-0.235187112,-0.418280266,0.07457012,-0.345415818,0.016111797,-0.113626782,0.701379882,-0.596284393,-0.39628503,0.043122094,-0.490631993
YMR172W,0.50333396,1.110839524,-0.086819563,-0.543994582,-0.151908019,-0.560172584,-0.607276478,0.077999812,0.136602364,-1.047231922,0.119341845,-0.766899428,0.065447875,-1.461745652
YMR173W,0.52358385,1.468796686,0.3940865,0.165886175,1.137009589,0.422789405,0.450070603,1.421758887,0.765265621,-1.465747409,0.58569892,1.170722263,0.337216267,0.4513839
YMR173W-A,-0.272908311,-0.685241361,-0.840373269,-0.782455351,-0.490831024,-0.308766166,-0.363675836,-0.291706514,-0.586666501,0.332997429,-0.555403943,-0.746260157,-0.111634828,-0.927091733
YMR174C,0.383963067,1.2311302,0.117475937,-0.132245372,-0.323988466,-0.448510624,0.067153398,0.840170044,0.614944412,-1.359882114,0.678417703,0.293732671,0.470224535,0.158969303
YMR175W,0.17594272,0.191888569,-0.116305212,-0.048130656,-0.484634516,-0.03122037,0.121461826,-0.140632248,0.469330728,-0.377715965,0.14679286,-0.123839597,-0.149811327,0.281699783
YMR175W-A,0.101519479,0.053086475,0.193862103,0.269335021,0.009942884,0.591285953,-0.045226656,0.097219373,1.072119406,0.008830317,-0.027574825,0.282235393,-0.173876802,0
YMR176W,0.289948658,1.443345242,1.206255101,0.282402321,1.369454932,-0.429492739,0.98874693,0.706294193,1.047503726,-0.05148393,1.132085733,1.512434379,0.642397215,0.630099596
YMR177W,-0.027960779,0.520464665,0.513841721,0.218561598,-0.298634319,0.025413139,0.662924495,0.011881428,-0.54826555,0.740976083,0.4453069,0.943603013,0.009198089,0.525494363
YMR178W,-0.240235702,-0.285057573,-0.166781051,0.005969129,-0.183186323,0.506467675,-0.232327314,0.298998534,-0.251194045,0.383529679,-0.492016475,-0.003726231,-0.51622308,0.008298703
YMR179W,0.379095328,-0.013099422,-0.383359958,0.640590302,0.072998616,0.228324867,-1.503328594,0.268422671,3.506925571,0.072779996,-0.34977912,-0.901541036,-0.235051903,0.089528336
YMR180C,-0.057429481,-0.179398244,-0.284564563,-0.193668167,0.336108967,0.116449179,-0.398126619,-0.177373926,-0.392527721,0.07343629,-0.430869108,-0.289770803,-0.323119932,0.19074036
YMR181C,-0.683123288,-0.349918175,-0.052994464,-0.707082902,-0.62335258,0.497464945,0.244501573,0.059351334,-0.358786096,0.088311263,-0.365096733,0.161461328,-0.047350794,-0.49511282
YMR182C,-0.077383096,-0.56033278,-0.436910715,-0.396670295,0.057029385,0.106481343,-0.769203041,-0.161308853,-0.94408798,0.143686561,-0.668610407,-0.699078562,-0.474780983,0.886990019
YMR182W-A,-0.178385204,0.275238666,0.529561694,0.465392655,0.178467627,0.692727697,0.317619664,0.457970649,-0.045960111,0.126564867,0.096616312,0.828569213,-0.254211157,0.463462083
YMR183C,-0.02295736,-0.087192091,-0.138387302,0.064315232,-0.031356114,-0.27455958,0.037404344,-0.12396852,0.229170944,1.180595139,-0.234223917,0.133003766,-0.096866989,0.341517158
YMR184W,-0.22371471,-0.028463306,0.557502362,-1.086269869,0.02554767,-4.069599968,0.150981271,-2.516404873,-1.667664987,-0.427253093,0.007425052,-0.340929441,0.185906995,0.058776029
YMR186W,0.496331488,2.497648009,0.418075352,0.509078895,0.213949692,-0.004214399,0.038238994,1.808482953,1.434277279,-2.086348225,0.79630535,0.83571274,-0.297357917,-0.036625915
YMR187C,-0.139835233,-0.059919081,0.069890141,-0.423736384,-0.462144562,0.038329836,-0.044558297,-0.329630808,-1.197844458,0.22744895,-0.192485016,-0.113440273,-0.628233488,0.190137994
YMR188C,-0.34285265,0.061727788,0.432400007,0.6497939,1.706777274,0.618912697,0.489306179,-0.11729792,-0.048640084,0.343947553,-0.031046144,0.837476533,-0.36308069,0.30772037
YMR189W,-0.280631363,-0.013517496,0.050717604,-0.030380553,-0.334058601,0.054252945,0.075814179,-0.41851579,-0.21443566,-0.326666494,0.074265185,-0.167449077,0.14999592,-0.211859551
YMR190C,-0.30672992,-0.330794163,-0.031775917,-0.093666874,-0.999546635,-0.626942929,-0.000213191,-0.250576313,-0.571592828,0.104102473,0.251729583,-0.068979999,-0.060557805,-0.190690758
YMR191W,-0.022772265,0.843126271,0.552446843,0.247373944,-0.200801599,0.067025847,-0.060568157,0.15032161,0.439540056,-0.077863612,0.257527737,0.202412965,0.168096037,0.065335471
YMR192W,0.120375547,0.046944563,0.203468598,0.1968398,0.85305436,-0.36371835,0.510224749,0.280546407,0.801480584,0.332651241,0.707775649,0.580426032,0.488070871,-0.157245124
YMR193C-A,1.157772298,-0.061986995,-0.106938053,0.278377945,-0.509256695,0.732559126,-0.169674695,0.310280658,0.276986327,0.219470129,-0.336968765,0.077471027,-0.193672019,1.784348126
YMR193W,0.266780908,0.306614024,-0.049003319,0.023316686,-0.476899946,0.305452395,0.150613033,0.262352286,0.195886936,0.14615678,0.172988506,0.48983821,0.426542613,0.501049785
YMR194C-A,-0.825048453,-0.648279899,-0.239798971,-0.427914273,-0.294223208,-0.13646699,-0.42794476,-0.706896546,-0.477778633,0.167494772,-0.332284994,-0.61039435,-0.65873889,-0.508222668
YMR194C-B,0.10196126,-0.059671154,0.073397312,-0.132977955,-0.00094885,-0.236474951,0.314846499,0.049735742,-0.361585633,0.300954375,-0.039501282,0.069184426,0.633946197,-0.160896134
YMR194W,0.936102877,-0.187694345,-0.318526311,-0.367946011,-0.915436493,0.427033859,-0.346903204,0.045324556,-0.277470366,0.079475541,-0.688111164,-0.063392978,-0.206148836,0.413992641
YMR195W,-0.465194964,0.054182817,0.314175536,0.1359879,-1.016722649,-0.039432939,0.228911421,0.013302817,0.124806651,0.304606425,0.043554574,0.619970902,0.259831995,-0.292490952
YMR196W,1.390353288,-0.24614251,-0.303792615,-0.004267463,1.822266556,0.490595699,-0.245351585,-0.068226532,0.268608876,0.100936948,-0.514182891,-0.070214769,-0.665237279,-0.325169768
YMR198W,0.438593182,0.05094047,0.138208049,0.51844083,1.120407141,-0.746261832,0.671375848,0.502009995,1.314387494,0.16056,0.318193006,-0.105335527,-0.372518736,0.452549461
YMR199W,0.156673334,0.0234713,0.021295382,-0.173153455,0.337301178,0.333204146,-0.133970536,-0.244128139,0.385887819,-0.134200736,-0.08578711,-0.239353753,0.580836671,0.541315199
YMR201C,0.255025336,-0.400288077,-0.232196935,0.270763932,1.518958251,0.555037774,-0.218213425,0.285555589,0.383456996,0.007375458,0.141307847,-0.376772466,-0.084978284,0.389096445
YMR202W,0.243081677,-1.843022875,-3.017596298,0.904073393,1.106985742,-1.304609373,-4.630053104,-1.866690292,0.205686772,-0.212099502,-1.84823892,-4.303967215,-0.101077804,1.1891138
YMR204C,0.499034246,-0.301360278,-0.072457788,0.909559078,7.056642445,0.11304248,-0.169770418,0.171018421,0.837866862,-0.3040668,0.317689902,-0.517006552,0.415206151,0.355588547
YMR205C,-0.419778817,0.276267865,0.511200634,0.444748976,1.180050915,0.866185298,0.561411989,-0.589206188,-0.91085347,0.015428992,0.554106457,0.05515976,-0.011523534,-0.209789586
YMR206W,-0.574232338,-0.345927329,-0.09933909,-0.652291987,0.236008891,-0.025852379,-0.116995493,-0.160242896,0.133160283,-0.062421795,-0.047738154,-0.071882151,-0.68653778,-0.862224979
YMR207C,-0.479177421,1.205765676,0.950221377,1.058704976,-0.007317371,-1.145644864,1.848529182,-1.366232535,-0.465127762,1.578045543,1.117910499,0.269489512,-0.247016221,0.361134584
YMR209C,-0.429323745,-0.454908575,-0.18900369,-0.754813923,0.002905354,-0.219182063,-0.353842126,-0.004110841,-0.21743993,0.28841648,0.08425668,0.334358682,-0.099920578,-0.032030277
YMR210W,-0.006314007,0.269941131,-0.146095544,-0.496735166,-1.311328018,-1.135810323,0.338327821,-0.699638608,0.05822966,-0.533739016,0.051114519,0.122052755,0.250310396,-0.97965268
YMR214W,-0.597321203,0.38660221,-0.016218986,1.82146128,0.923715455,0.757252273,-0.004255409,1.64554005,-0.191625581,0.676191856,-0.298267907,0.218829703,-0.306459434,0.274502644
YMR215W,0.586353807,1.31353642,0.070123266,0.181398232,-0.613707877,-0.419096352,-0.188510088,0.576578612,1.229849154,-1.638079388,0.282608896,-0.071352148,0.488916879,1.144748438
YMR216C,1.294200791,-2.056800344,-2.163390332,-0.648721264,0.292491246,-4.108623331,-0.941097901,0.686291111,2.426708145,-2.406310455,-0.258095262,-0.650036813,1.174567813,-0.986138358
YMR219W,-0.565488848,-0.832892715,-0.621281423,-0.120504201,-0.01113163,-0.521753158,0.122378572,0.928951089,0.330036865,0.527087792,-0.419973456,-0.008704806,3.41E-15,-1.002098596
YMR221C,-0.595614767,0.038392604,-0.048048226,-0.236828355,2.333671624,0.829466878,-0.097057901,0.14114843,-0.308649972,0.089447906,-0.098831558,0.116925168,-0.418721046,-0.234763495
YMR222C,-0.508479375,0.2817095,0.440467931,-0.386663166,1.067823396,0.657356217,0.376357703,-0.141599436,-0.137121046,0.239305048,0.072866375,0.486704493,0.037081047,-0.014314707
YMR223W,-0.196948773,0.62687943,0.497634227,0.039103677,-0.679170691,-0.771557942,0.051333817,-1.407087722,0.439364254,0.317040052,0.089235993,0.532945463,-0.227781664,0.155605081
YMR224C,0.322942276,-1.01294014,0.287503775,0.706160926,-1.89905258,0.109947157,0.099165928,-0.391100798,-0.671477148,0.358066583,-0.140192301,0.312375854,0.376990866,2.157961944
YMR225C,-0.377106086,0.317942963,0.082628447,-0.393370301,-2.685086079,0.044163236,0.476538903,-0.483608126,-1.046923668,0.077417377,0.141888215,0.764447824,0.27927014,-0.287577607
YMR226C,0.049167889,-0.037432211,0.151423986,0.394679264,1.422421268,0.367212182,0.993645996,0.346897927,0.014983839,0.195218037,0.120824289,0.562196219,0.270604363,0.363394289
YMR228W,0.569232197,-0.360028278,0.095593781,-0.707804283,0.425454437,-3.277606174,-0.183284213,-2.182986216,-1.297128682,-2.07280131,-0.190795828,-0.752327178,0.801084194,1.209123845
YMR230W,0.682102685,0.110368574,-0.104954994,1.44489508,1.448754114,0.944464783,0.359581857,0.578438109,0.274219958,0.050901196,-0.266994682,-0.043174062,-0.580922592,0.475366229
YMR230W-A,0.108463428,0.475325804,0.192530449,0.005964679,-0.07997925,-0.159769229,0.183635446,0.651713471,0.151635334,-0.034109016,0.037405126,0.149826886,0.615540294,0.095646879
YMR231W,0.910132616,0.209663833,-0.696569844,-0.512752886,0.513199851,0.294611626,-0.972644948,0.746402178,0.497344012,-0.574824525,-0.474825068,-0.988756403,-1.034623,-0.13031994
YMR232W,0.627271964,0.2365936,-0.173398273,0.090971948,-0.989130315,0.168946098,0.286442948,0.183753276,0.789121844,-0.034335512,0.034509851,0.125685674,1.312545118,0.030633079
YMR233W,0.672993434,-0.087342916,-0.515473809,-0.13534928,-1.4419321,-0.230936618,-0.082217703,0.114017444,0.624225586,0.092089307,-0.29117504,-0.145856207,-0.372538147,-0.210736284
YMR234W,-0.35985605,-0.096723988,-0.207694292,-0.344647892,-0.821210915,0.28169476,0.172394457,-0.600111564,0.277668896,-0.526258732,-0.042298873,-0.127490824,-0.681381413,-1.323113292
YMR237W,0.164599213,-0.485306288,-0.522068319,0.52003502,-0.623546776,-0.093365053,0.385537773,0.138157289,0.015916459,0.59821044,-0.43909523,0.502683678,-0.126791216,0.303897407
YMR238W,0.192435355,-0.305647513,-0.666063007,-0.321390952,0.402215074,0.806582317,-0.253132616,0.51060754,-0.05770428,-0.159342743,-0.654680341,-0.336435981,0.039900194,1.238797234
YMR241W,-0.499178393,-0.20850509,-0.497663609,-0.515827207,0.568817722,0.806669227,-0.47539256,-1.121714097,-3.715058601,0.025210942,-0.541007703,-0.55013774,-0.46145217,-0.343050286
YMR242C,0.339955804,-0.548045077,-0.59411385,2.54745787,1.445918724,0.716797103,-0.805162244,0.093501657,-0.017338161,-0.00385602,-0.744782772,-1.206128794,-0.486840521,0.32576766
YMR242W-A,1.410366698,-0.80056654,-1.458226142,0.03047839,0.630927055,0.38696205,-1.2187914,-0.680481353,-0.190490387,-0.472275171,-1.05328247,-1.112031217,0.320565538,0.490209713
YMR243C,0.103966122,-0.060371478,-0.017010983,0.731707947,1.847231784,-0.508098119,0.760540109,-0.087963291,0.319164615,0.204111429,0.241243846,0.84703747,0.436537495,1.606530171
YMR244C-A,0.15094783,0.442346225,0.34522104,0.378090162,-0.049838458,-0.371376067,0.422024703,-0.735269962,-1.473684006,-0.153196707,0.444405419,0.181491124,0.345392435,0.715506672
YMR244W,-0.047512369,-0.049576599,0.20239514,0.575424254,0.13621593,0.533381692,0.207749085,0.511007018,0.482709977,0.267331466,0.11598821,0.522826701,1.347096474,0.484684463
YMR245W,-0.264281723,0.94018901,0.489253839,0.284873322,1.358905379,-0.168088093,0.331114726,-0.471542263,-1.513154097,-0.224147902,0.66269348,0.316112284,0.109325441,-0.755729145
YMR246W,0.180207434,-0.135709455,-0.223860569,-0.224911189,-0.48565937,0.49709524,-0.10859251,-0.21821967,-0.054683548,-0.018968343,-2.18E-16,0.129785212,-0.129148025,0.927699761
YMR247C,-0.450397041,-0.057248882,0.328833062,-0.129777175,-1.521566702,0.666088765,0.258479313,0.040110309,-0.06191809,0.415827311,0.104438138,0.601323081,0.19307729,-0.103190813
YMR247W-A,0.265364405,0.549272922,0.119977914,0.297289708,0.031119502,-0.193641318,0.091262752,0.206229744,-0.13575589,-0.259449054,0.095769944,0.201047644,0.594075051,0.577732349
YMR250W,-0.039664894,0.047421498,0.060730738,0.137496458,-0.139825152,-0.165599245,0.205001374,0.245736731,0.311344128,0.150614024,-0.145750715,0.21208228,0.131752985,0.092616645
YMR251W,-0.226773479,0.521326101,0.47421345,-0.01854093,-1.0331159,0.012620333,0.109750902,0.012808878,0.098201975,0.148991702,0.318447605,0.371139328,0.070798078,0.395219841
YMR251W-A,-0.006071957,0.261114522,0.367537835,-0.125340888,-0.99795908,-0.945038514,0.27938196,-0.504900675,0.256092268,0.441250476,0.387953119,0.371376109,0.044916759,0.006661308
YMR252C,2.902069888,-0.072668748,-0.011180771,0.392982709,1.786029195,0.7939152,-0.244561725,0.537799038,-0.249594729,-0.48339403,-0.154000199,0.184620404,-0.55132954,1.152117936
YMR253C,2.000327082,0.129599696,-0.423815369,0.008087863,0.082004496,0.918670295,0.04578634,0.034011686,0.456529318,-0.418014603,-0.217640338,-0.086097572,-0.316609759,0.65133611
YMR254C,2.377498212,-0.068789444,0.014996909,0.215734297,0.238502979,0.766688864,0.149348288,0.217317182,0.107599518,-0.182888196,-0.096276514,0.075578404,-0.21429977,-0.071316724
YMR255W,0.418682674,-0.326663614,-0.344599389,-0.139168569,-0.281896318,0.495341745,-0.173502782,-0.035110382,-0.258153187,-0.327076978,-0.240764565,-0.228261248,-0.12028061,-0.743557387
YMR256C,-1.261268482,0.389846593,0.358792924,-0.859281853,0.338720286,-4.259220319,0.390168004,-2.224430185,-2.988039709,-0.846927775,0.307504763,-0.142128717,1.049388253,-0.916526901
YMR257C,-0.467503409,0.180416966,0.672777174,-0.815927511,0.160985841,-4.164485807,0.08565306,-1.970338211,-2.918720794,-0.787879327,0.32450162,-0.27941833,1.016527949,-0.386365607
YMR258C,0.737655941,-0.267698175,-0.16484712,-0.461996715,-0.353150073,0.307747576,-0.231620207,-0.333044294,0.132939853,-0.02950146,-0.079637062,0.093669201,0.330225914,-0.172181472
YMR259C,1.302625156,-0.25281176,-0.102235278,-0.280885269,0.940749185,0.10162245,0.056144096,0.066083103,-0.183655787,0.163496027,-0.05302837,-0.117295296,-0.056386113,0.285444977
YMR261C,1.16425338,-0.328347788,-0.234115084,0.114171267,0.167421,0.530719076,0.28327942,0.161401655,-0.005951107,0.213452689,-0.125446613,0.080340489,0.224305987,0.194707218
YMR262W,-0.29450202,-0.225542239,-0.019793658,0.304931072,0.223328705,0.797512062,-0.082207702,0.249579617,0.310209528,0.291909533,-0.343774458,0.253221042,-0.356741065,0.623624873
YMR263W,0.461683626,0.870134768,-0.146215774,-1.194781573,-0.110854571,-1.319266171,0.938032296,-0.543381762,-1.734581654,-0.374060629,0.174529575,0.232986588,0.402785612,-0.191073952
YMR264W,-0.057809501,0.077485253,-0.594885169,1.711834381,0.183118916,-0.729845038,-0.450155057,0.250699026,0.610621947,-0.416041505,-0.031262373,-0.787143416,-0.828696274,-1.535836173
YMR265C,-2.42542996,-0.261552501,-0.065519623,0.015959772,0.620685599,0.117865413,0.331330857,-0.162828247,0.091957756,0.393240413,-0.031230575,0.093560555,0.057036228,0.499558213
YMR266W,-1.393155813,0.037931172,-0.279233657,-0.15363175,-0.071666238,0.492613454,-0.356272073,0.086320791,0.138033397,0.363328956,-0.048120462,-0.054304444,0.168334314,-0.458104219
YMR267W,-0.925440214,-0.15545406,0.377295691,-1.370227333,-0.380015025,-4.368659944,-0.28718191,-2.272520432,-0.999054663,-1.009395662,0.108163648,-0.752485022,1.158570194,-0.692943497
YMR269W,-0.474324958,-0.765587592,-0.806562454,-0.244746841,-0.102664015,0.336853112,-0.776090141,-0.074281624,0.074571748,0.01906659,-0.718973275,-0.838745626,-0.382843406,-0.278833564
YMR271C,-0.324608236,-0.552234812,-0.686164479,-0.26691211,0.241814749,-0.040400009,-0.24182341,-0.26783366,0.145062403,0.112388169,-0.490738109,-0.119965021,0.000987622,0.017064124
YMR272C,0.50728588,-1.265965543,-0.376804878,-0.814156296,-1.022965586,-2.334183398,-0.676987254,-0.435904265,-0.314596415,-0.927127391,0.072400051,-1.163637139,-1.06038358,-0.763824683
YMR272W-B,-0.256586264,-0.146775631,-0.331951851,-0.263173064,-0.661110282,-0.690799365,0.050732018,-0.227933805,-0.046049535,0.16797872,0.005432855,-0.431136626,-0.037136159,0.115384031
YMR273C,-0.624439605,-0.078817049,0.097269565,0.18545699,-0.342807653,0.430229664,0.093698502,0.801190452,0.361487665,0.526533981,0.029953793,0.060260644,-0.29657703,-0.097177038
YMR274C,-2.414608624,0.373299098,0.717346478,0.955265792,0.297052855,-0.467310719,0.357563036,1.163507805,0.807042128,0.552485247,0.624513022,0.049869934,0.307310067,0.494195683
YMR275C,-0.995068987,0.8752682,0.059853422,-0.156578368,0.294206527,0.067174266,-0.850142426,-0.554902081,-2.536320772,-1.890349807,-0.110932344,-0.398148661,-0.571622968,-0.115676491
YMR276W,0.104322475,-0.066353724,-0.026345069,0.17096874,0.019671219,-0.386469353,-0.368535633,0.255512479,0.280213443,0.704832523,-0.060507495,-0.333851718,1.297390607,0.411085509
YMR278W,-0.233596042,-0.135744268,-0.0576585,-0.034258506,0.532815103,-0.175453675,-0.199687499,0.067525978,0.51382364,-0.376845217,0.078300871,-0.246328141,0.218687713,-0.254028602
YMR279C,-0.487693475,-0.340091406,0.069839855,-0.538183021,-0.348150637,0.291479632,-0.057690932,0.087371717,-0.111141825,0.28833451,-0.229955032,0.215870717,0.013765665,-0.480954177
YMR280C,1.215881251,0.203617901,0.003069824,-0.382908792,-0.109945026,-0.299102446,-0.859062239,0.523172284,-0.004579191,-2.517090902,-0.026258547,-1.028133547,-0.422296804,-0.362128152
YMR282C,0.914463216,-0.249831632,-0.340443946,-0.185984023,-0.196780849,0.954561097,-0.069672119,0.127865481,-1.775079317,0.410303564,-0.300519167,0.175264027,-0.659025857,-0.108963744
YMR283C,0.312444254,-0.610485985,-0.591375218,-0.243920948,0.423195935,0.316292043,-0.568870486,-0.355689506,0.142721702,-0.451716891,-0.478099798,-0.536052359,-0.623350186,-0.147333068
YMR284W,-0.739128056,-0.513347078,-0.619070923,0.304895684,-0.777522413,0.698979601,-0.082394601,-0.036199245,-1.145395107,0.323325644,-0.534347128,0.282866081,-0.274302518,0.213884015
YMR285C,0.42827867,0.267007414,-0.029887493,0.05312883,-0.691340418,-0.267332417,0.432114199,-1.010252758,-0.095900774,0.560715685,0.027456953,0.451856419,0.192742569,0.177457328
YMR286W,-0.29009779,0.472833589,0.447438435,-1.449085179,0.354288813,-4.840881898,0.373720151,-2.107834732,-0.722826772,-1.776061121,0.160335603,-0.114052634,1.551734198,-0.595597541
YMR287C,0.515635889,-0.023887879,-0.026863418,-1.791462687,-0.175981571,-5.201276108,-0.254836983,-2.474565767,-0.261110833,-1.871941451,-0.159297306,-0.725139532,1.124591858,-0.92810331
YMR289W,-0.755819993,0.421388448,0.063486226,0.438890657,0.160836393,-0.005856867,0.218209918,0.167359482,0.626627134,0.052539648,0.247214981,0.351536615,0.318125953,0.220766578
YMR291W,-0.925608045,0.197914751,0.058364852,0.675829428,-0.1680842,0.420702912,0.148048805,0.269503178,-0.209870976,0.470361349,-0.05964944,0.482460241,-0.009732377,0.517679121
YMR292W,-4.082400376,0.221259206,0.597214512,0.981074927,0.038119843,0.865524104,0.526520729,0.304302469,0.556197026,0.348030241,0.302525504,0.797178051,0.270311327,0.759539647
YMR293C,-0.115146852,0.027376667,0.65515016,-0.751308564,0.681562192,-5.24133276,0.033872093,-1.724436434,-0.686960177,-1.285307505,0.370938813,-0.072794739,0.860779226,0.140966177
YMR294W,0.98098355,-0.71006347,-0.277410025,0.787976594,0.558070929,-1.424832854,0.409392905,0.05658946,0.225172268,0.427212899,0.131664378,0.233272841,-0.147541539,0.897307679
YMR294W-A,-1.858567506,0.446126019,0.225729284,-0.017613539,-0.482674906,0.247781055,-0.157756306,0.10956944,0.597287912,-0.063025403,0.049245208,-0.293893191,-0.322020435,-0.252909639
YMR295C,-4.823511904,-0.163221981,0.024722779,-0.318170599,-1.468034884,0.399561028,0.180242242,0.00158029,0.234297618,0.120480346,-0.00050677,0.011768279,-0.386542428,-0.235096847
YMR297W,-3.833796328,-0.169875864,-0.03527706,0.493907291,-0.482000773,0.598339483,0.439547484,0.030340912,0.505022558,-0.09544054,-0.08537476,0.307525926,0.135242375,0.000761325
YMR299C,0.249876576,-0.437186559,-0.276056781,-0.011891491,0.315604758,0.058520692,0.026559166,0.175031656,-0.080775038,0.342289269,-0.163101312,0.127538253,-0.487298934,1.024843181
YMR302C,-1.737966955,-0.280107371,-0.540121767,-0.614558276,-0.036217391,-0.528980789,-0.193477813,-0.582619477,-0.376734906,-0.559084023,-0.162935787,-0.391769805,-0.13575293,-2.168306683
YMR303C,-0.215080199,-0.005856186,-0.231898553,0.13480143,-0.090967237,0.181857356,-0.115144665,-0.400838455,0.375327307,-0.17442272,-0.091311863,-0.270741921,0.25845434,-1.224743863
YMR304C-A,0.500244583,-0.544037406,-0.571728512,-0.669134244,0.23459315,0.229212078,-0.002631951,-0.495885481,-0.378416881,0.389824295,0.047285297,-0.549752259,4.320502044,0.068808637
YMR304W,-4.281049508,-1.148071181,-0.461327642,-0.015183897,-0.098768851,-1.152312997,-2.725708132,-4.267035614,-1.604176474,-0.521002617,-0.380203684,-4.433185666,-0.809149638,-0.847867779
YMR305C,1.545630391,1.860756803,0.23776093,-0.292036754,0.152065789,-0.550332934,-0.136111399,1.550530062,2.07785825,-1.339756732,-0.244576391,0.275725205,0.295746108,0.001129815
YMR306C-A,1.163575601,-0.192374585,-0.385122444,0.232486383,-0.297616306,-0.168674531,-0.173758947,-0.130861023,0.003766486,-0.145143314,-0.226449282,-0.381437991,-0.378189058,0.435669301
YMR306W,-0.226950749,-0.264703792,-0.215144612,-0.061091424,0.673290009,0.128178812,-0.363621335,0.010596614,0.136349139,0.204007423,0.356071338,-0.308717649,-0.1915831,0.276246852
YMR307W,-0.50454038,-1.705877852,-4.647862298,1.835063938,0.716612096,1.597991467,-1.410265842,2.014542759,-1.852493509,1.156213222,-1.676319207,0.835661624,-1.150316779,0.987798481
YMR310C,-0.483095816,0.077893889,-0.017625577,-0.065031822,0.160299055,0.477847851,0.037492175,0.294967551,-0.046736994,0.140764871,-0.206182826,0.094737506,-0.008595022,-0.60601177
YMR311C,0.166412266,-0.405034345,-0.329504134,-0.105799807,0.147212964,1.24574665,0.219942578,1.075761473,-1.310210905,-0.40248345,-0.43256665,0.281417995,0.012427962,0.649812089
YMR312W,0.632205512,0.391344476,0.417238134,0.516150679,0.572133595,0.548024418,-1.194663262,1.113156149,0.493706341,-2.620615792,0.082507402,-1.174965553,0.562521531,0.733519081
YMR313C,-0.212661237,-0.369682108,-0.048548803,-0.360935434,-0.451529351,-0.044372291,-0.29460303,0.413685363,0.335807395,0.495232845,0.023537707,-0.202411724,-0.079884255,-0.27151646
YMR315W,-0.063245337,-0.387248669,-0.247600034,-0.000547527,0.757891324,0.230267009,-0.340619525,0.254588524,0.935578274,0.226037062,-0.245929513,0.410400012,-0.361413496,-0.214959609
YMR315W-A,-0.37710765,-0.162785132,-0.274712303,-0.758147318,-0.024169724,-0.097770508,-0.406988647,-0.223299877,0.173185819,0.047787676,-0.093527553,-0.428015102,-0.093077854,0.160792234
YMR316C-A,-0.33110488,-0.462891505,-0.365538645,-0.973861038,-0.523713194,-0.002745193,-1.03113603,-0.283761851,-0.294955225,-0.390271685,-0.764058227,-0.667524912,-1.002096515,-0.934859215
YMR316C-B,-0.110670072,-0.04529839,0.458349153,-0.177688368,-0.213503676,0.522588529,0.086591262,0.215165289,0.103473313,-0.186502185,-0.364926258,0.332648938,-0.255558361,0.478911367
YMR316W,0.046992937,-0.598794777,-0.544098416,-0.362029573,-0.380103437,0.274668862,-0.259370563,0.732377691,-0.2166715,-0.503125272,-0.863060708,-0.008913442,-0.284948577,-0.499304052
YMR317W,-0.585783496,0.161724332,0.071704032,-0.527129222,-0.48472204,-0.236176147,-0.06188319,-0.615093825,-1.086381368,-0.16796625,-0.217644107,-0.19160598,-0.226044885,-0.702645349
