Cluster,ORF,Gene,Ag_10uM_Fold Change,Ag_10uM_P-value,Ag_20uM_Fold Change,Ag_20uM_P-value,As_400uM_Fold Change,As_400uM_P-value,As_1250uM_Fold Change,As_1250uM_P-value,Cd_5uM_Fold Change,Cd_5uM_P-value,Cd_25uM_Fold Change,Cd_25uM_P-value,Cr_400uM_Fold Change,Cr_400uM_P-value,Cr_1700uM_Fold Change,Cr_1700uM_P-value,Cu_5000uM_Fold Change,Cu_5000uM_P-value,Cu_9000uM_Fold Change,Cu_9000uM_P-value,Hg_19uM_Fold Change,Hg_19uM_P-value,Hg_47uM_Fold Change,Hg_47uM_P-value,Zn_1000uM_Fold Change,Zn_1000uM_P-value,Zn_2000uM_Fold Change,Zn_2000uM_P-value
II,YBR213W,MET8,1.57585,0.01565,1.79917,1.04611E-11,15.59648,0,17.16583,0,1.69444,3.36314E-11,2.16404,7.51814E-10,2.10159,8.44881E-16,1.63563,0.00002,1.60712,0.00333,2.34218,4.79791E-20,1.67984,0.00008,1.8963,2.97749E-06,1.49339,0.00068,1.9098,2.08833E-09
II,YDR011W,SNQ2,1.26812,3.91626E-21,1.30309,3.61061E-20,5.96059,0,12.74881,0,1.22997,2.5154E-13,1.31717,6.53416E-12,1.18495,1.61424E-14,1.20533,5.86375E-12,-1.01714,0.63748,1.66985,0,1.46947,2.3141E-41,1.93866,0,1.51687,1.69048E-14,1.61731,0
II,YKL086W,SRX1,1.54264,7.97361E-08,1.84264,1.36994E-10,3.96326,0,12.67261,0,1.32053,2.90609E-07,1.34786,6.21168E-14,1.32683,5.65777E-18,1.4384,7.81195E-16,1.15766,0.00638,1.93435,0.00009,1.85149,0,2.96586,0,2.34143,0,2.31293,3.92765E-39
III,YNR034W-A,YNR034W-A,-1.50223,3.34181E-07,-1.71738,0,-1.94869,1.97044E-21,-1.3571,8.68531E-12,-1.72706,5.92647E-12,-1.14724,0.01542,1.28399,0.01147,1.87101,3.6155E-28,2.91992,1.07078E-33,2.49965,6.22645E-35,-3.65662,3.81191E-26,-2.90306,6.9224E-38,-2.34855,1.91541E-40,-1.72513,2.67588E-09
III,YOR298C-A,MBF1,-1.27732,1.06579E-10,-1.33582,1.81832E-16,-1.02682,0.74767,1.88248,0,-1.79405,0,-1.76426,0,-1.68205,0,-1.12514,0.01136,-1.31554,1.78334E-08,1.14955,0.00001,-2.11059,0,-2.06371,0,-1.53792,2.31028E-28,-1.49128,4.4929E-24
III,YMR189W,GCV2,-1.07732,0.06634,1.02623,0.44134,-1.98719,6.90175E-25,-2.1174,0,-2.42193,5.15817E-28,-2.43571,1.4013E-45,-1.18143,0.11846,-1.4666,1.14582E-06,2.31342,2.03188E-42,1.85243,0,-1.27409,5.47552E-06,1.14541,0.00027,1.55101,5.01841E-11,1.21955,0.0003
III,YDL126C,CDC48,-1.2745,1.90872E-06,-1.27605,0.00021,-1.04063,0.5651,2.2646,0,-1.45937,6.80699E-12,-1.31322,0.00063,-1.11763,0.00682,1.0468,0.33285,-1.15653,0.01467,1.15647,1.41175E-08,-1.52576,4.12287E-18,-1.08313,0.10499,-1.27652,1.99437E-20,-1.15894,3.2548E-09
III,YML007W,PAR1,-1.30352,1.05054E-08,-1.35464,2.0064E-20,1.10093,0.04687,2.16889,0,-1.28122,4.39497E-20,-1.24576,5.19788E-06,-1.29191,3.112E-15,-1.10689,0.01017,-1.36466,6.47148E-17,-1.02848,0.37135,-1.29733,5.94648E-14,-1.01177,0.58139,-1.44599,5.06463E-38,-1.42982,0
III,YLR260W,LCB5,-1.17279,2.47946E-07,-1.25323,2.54568E-15,1.41496,5.22027E-34,2.075,0,-1.21812,6.27185E-19,-1.16872,2.20714E-11,-1.31508,7.77475E-24,-1.23382,1.65359E-14,-1.43443,3.29347E-22,-1.0446,0.16572,-1.3273,1.90566E-27,-1.1909,4.59052E-19,-1.14727,1.27846E-08,-1.18198,6.93004E-09
III,YBL015W,ACH1,-1.12222,0.03739,-1.23506,1.76854E-09,1.04952,0.01211,1.79688,6.70676E-32,-1.06159,0.13738,-1.03287,0.42405,-1.04238,0.3206,-1.11387,0.00331,2.19714,0,1.85042,4.05646E-29,-1.4127,1.55621E-10,-1.34963,1.0405E-09,-1.22841,2.10401E-06,-1.23127,0.00062
III,YOL126C,MDH2,-1.47534,0,-1.42295,0,-1.36582,1.87638E-13,-1.51612,2.15766E-24,-1.38832,4.15169E-08,-1.62901,1.26883E-29,-1.1118,3.13591E-06,-1.35397,1.00339E-13,2.14831,0,2.11674,0,-1.06835,0.00168,1.14964,2.18615E-08,-1.2969,9.66137E-13,-1.26582,3.53662E-14
III,YAL015C,FUN33,-1.10387,0.01703,-1.0357,0.18892,1.25531,1.39217E-23,2.27102,0,-1.26794,5.99436E-28,-1.31648,2.0459E-43,-1.24644,0.00003,-1.1828,4.23828E-07,-1.06906,0.24723,-1.01795,0.75083,-1.35107,6.52894E-09,-1.15636,0.00037,-1.2408,0.00078,-1.2037,0.00034
III,YDL204W,RTN2,-1.78077,8.66421E-25,-2.01672,0,-2.2751,0,1.13592,0.00878,-2.33381,1.26802E-38,-1.86101,0,-1.84097,0,-1.08623,0.15312,5.70363,0,5.54636,0,-3.066,0,-2.01709,0,-2.3348,0,-1.82131,0
III,YHR104W,GRE3,-1.28447,1.04509E-06,-1.35845,1.59258E-07,-1.33175,3.89739E-16,1.64081,0,-1.31074,0.00005,-1.12072,0.04795,-1.51869,2.93841E-10,-1.03477,0.5017,1.60823,7.48775E-26,2.26742,0,-1.59732,3.08359E-12,-1.20864,0.00155,-1.56404,5.83346E-11,-1.46448,1.53446E-10
III,YHR198C,YHR198C,-1.52601,5.60644E-33,-2.14333,0,-2.1128,3.95222E-35,1.04,0.49086,-1.91193,1.11894E-40,-1.52904,4.2575E-12,-2.17249,0,-1.91704,0,-1.0604,0.48358,1.05205,0.39109,-1.97995,0,-1.76494,0,-2.60821,0,-2.34147,1.11776E-40
III,YDL021W,GPM2,-1.79759,0,-2.26395,0,-1.20935,0.00003,2.06099,0,-2.41418,0,-1.73146,0,1.1673,0.0001,1.73928,0,1.83879,1.44707E-23,2.0456,0,-3.73979,0,-2.44414,0,-2.33298,0,-2.13602,0
III,YML087C,YML087C,-1.27734,1.59974E-10,-1.55632,1.42721E-28,1.38796,2.44623E-10,4.43295,0,-1.38389,3.62736E-12,-1.46107,1.93393E-41,-1.15968,0.00004,-1.18215,0.00009,1.30124,9.94146E-14,1.36521,2.04748E-16,-1.43193,1.97316E-26,-1.14814,0.00531,-1.5187,4.80793E-28,-1.59894,0
III,YPL186C,UIP4,-1.4753,0,-1.88525,0,-2.76185,0,1.42979,3.38592E-19,-1.97317,0,-1.39637,3.84001E-32,-1.283,0.00016,1.22021,0.00009,2.72124,0,2.47143,6.96305E-42,-3.81997,0,-2.54524,0,-3.34778,0,-2.44417,0
III,YCR075C,ERS1,-1.32364,1.71582E-08,-1.30365,5.9985E-09,-1.66533,2.13506E-22,-2.181,4.5608E-26,-1.22736,0.00004,-1.13424,0.00313,-1.22819,4.14092E-06,-1.15315,5.41339E-07,1.18546,0.00343,1.07092,0.07395,-1.28576,5.18514E-09,-1.39097,0.00001,-1.50229,9.64651E-32,-1.58971,6.30459E-14
III,YLR250W,SSP120,-1.73055,1.2984E-32,-2.00829,1.31112E-39,-1.30571,2.45958E-06,1.17772,0.03111,-1.4682,7.45366E-09,-1.34566,0.00004,-1.48791,1.79233E-13,-1.55707,6.40197E-08,-1.29004,1.03578E-08,-1.11315,0.0733,-1.63145,1.81639E-32,-1.34351,6.57342E-06,-1.76516,0,-1.89168,9.24507E-37
III,YGL037C,PNC1,-2.16724,1.53216E-39,-2.67955,8.37169E-22,-1.43575,0.00004,1.37811,6.40422E-08,-2.01164,4.91995E-21,-1.77504,4.63475E-15,-1.80116,2.39596E-15,-1.66913,1.55531E-13,1.06609,0.40629,1.29043,0.00549,-2.64119,0,-2.06108,1.07701E-24,-2.31702,0,-2.45837,0
III,YHR051W,COX6,-1.61177,1.41797E-11,-1.71951,0,-1.26049,8.12131E-19,-1.4853,5.8774E-18,-1.55289,3.28541E-39,-1.50972,2.12501E-20,-1.31757,6.67544E-12,-1.38015,7.68521E-15,1.26369,1.72911E-10,1.26784,2.08282E-11,-1.60906,1.15794E-29,-1.62814,0,-1.89437,0,-2.33589,0
III,YBR285W,YBR285W,-1.61433,3.46896E-06,-1.84803,8.94028E-43,-2.53531,0,-1.97919,5.46227E-34,-1.94519,0,-2.08064,0,-1.92248,1.92887E-11,-1.77775,2.60867E-20,1.64435,0,1.50542,3.37021E-11,-1.98015,9.16486E-14,-1.78049,1.70607E-21,-2.44887,5.34822E-13,-2.92021,7.38096E-15
III,YOR285W,YOR285W,-1.53532,2.15328E-11,-1.58172,8.53528E-38,-2.03988,5.60519E-45,1.07696,0.20375,-2.101,0,-2.02083,0,-1.52911,3.48905E-18,-1.16254,1.49159E-10,-1.2007,0.00001,-1.06085,0.14477,-2.29869,0,-1.91586,0,-1.77195,0,-1.71876,0
III,YGR011W,YGR011W,-1.57024,4.68481E-23,-1.52114,1.99569E-10,1.54071,1.13281E-09,2.37056,0,-1.33076,0.00001,-1.34439,2.26116E-09,-1.47181,1.11658E-20,-1.32847,8.13099E-06,-1.24043,7.42228E-06,-1.22048,1.81992E-15,-1.30255,6.22745E-06,-1.0458,0.45075,-1.3163,3.26786E-10,-1.22273,0.00032
III,YJL144W,YJL144W,1.1813,0.00465,-1.05237,0.43796,1.68135,1.058E-09,3.95016,0,-2.39806,3.48335E-27,-1.77513,0,-2.68753,0,-1.47899,5.72608E-26,-1.6529,0.00002,2.18716,0,-4.62036,0,-2.33963,0,-1.2717,0.00004,-1.33404,1.72451E-28
III,YMR251W-A,HOR7,-1.19028,0.00072,-1.34543,4.58192E-10,-1.5845,1.01035E-21,1.78122,0,-1.85729,1.96182E-44,-1.39826,2.77534E-17,1.48506,1.03769E-24,1.71302,1.10449E-32,1.42983,4.90005E-13,1.87772,0,-2.46954,0,-1.56279,2.92007E-26,-1.92763,0,-1.72011,0
III,YGR088W,CTT1,-1.99661,0,-2.60374,0,-2.3496,0,-1.09439,0.07382,-2.12272,0,-1.77669,0,-2.88128,0,-2.0333,0,2.63398,0,2.67328,0,-3.60159,0,-2.75566,0,-3.11224,0,-2.93323,0
III,YML054C,CYB2,-1.56215,0,-1.82977,0,-1.66848,0,1.67005,2.0059E-12,-1.56923,0,-1.21091,1.36808E-06,-1.73794,8.85627E-37,-1.14282,5.66403E-06,2.10277,0,2.62185,0,-2.03889,0,-1.099,0.01439,-2.09318,0,-1.89964,0
III,YDL085W,NDE2,-1.31492,2.7044E-08,-1.53722,0.0028,-1.51932,6.42171E-15,5.60512,0,-1.77807,0.00128,-1.6381,2.20955E-11,-1.64387,5.25202E-07,-1.1065,0.15711,2.90392,0,3.06879,1.85959E-26,-2.14373,0.00006,-1.16486,0.17474,-1.63838,1.17918E-09,-1.6132,0.00583
III,YIL166C,YIL166C,-1.2599,0.00307,-1.4753,2.70123E-19,-1.16358,0.00003,2.42247,0,-1.18462,0.00002,-1.19306,0.01039,-1.15748,0.0008,-1.12274,0.00022,-1.2208,8.22444E-06,1.04046,0.52065,-1.35949,5.63157E-13,-1.103,0.11437,-1.27186,2.99426E-06,-1.32365,0.00103
III,YHL021C,YHL021C,-1.67531,4.86753E-07,-1.80706,0,-1.56959,8.66395E-09,1.33173,0.04172,-1.47078,6.85355E-06,-1.42441,0.00121,-1.97078,1.15829E-15,-1.31885,0.00227,1.34729,0.0017,1.05095,0.5872,-1.69578,1.35281E-09,-1.05836,0.56059,-1.76468,9.21813E-10,-2.18429,1.54487E-25
III,YPR035W,GLN1,-1.89273,0,-2.09863,0,-1.66434,1.18461E-21,-1.03535,0.53105,-1.71127,0,-2.16089,0,-1.35596,7.26147E-11,-2.07478,0,1.22035,0.00007,1.23527,0.00278,-1.72544,2.38408E-36,-1.25547,0.00009,-1.36729,0.00045,-1.43461,0.00012
III,YBL033C,RIB1,-1.64138,0,-1.52231,1.19567E-17,1.50648,0,3.26845,0,-1.39422,0,-1.27694,0,-1.73872,0,-1.62029,0,-1.29741,2.23545E-27,1.06861,0.00021,-1.53221,0,-1.05479,0.04754,-1.6248,0,-1.87061,0
III,YIL070C,MAM33,-1.68247,4.11071E-10,-1.68093,2.06322E-35,-1.28797,4.89704E-09,-1.69134,1.52065E-28,-1.30563,1.13566E-09,-1.13252,0.01259,-1.45033,1.40838E-15,-1.6486,1.30225E-22,1.04505,0.50746,1.00752,0.8733,-1.36454,9.66033E-11,-1.30839,1.69981E-08,-1.86209,0,-2.04665,0
III,YHR087W,YHR087W,-1.21869,5.8897E-20,-1.31876,6.32112E-19,-1.25695,0.00004,1.66312,0,-1.58022,4.34403E-44,-1.2777,2.35381E-19,-1.58402,1.52763E-12,1.01955,0.59752,1.7227,7.56701E-44,2.43217,0,-2.71582,0,-2.11466,1.75226E-39,-1.55292,5.77011E-36,-1.38829,4.20727E-24
III,YPR184W,GDB1,-1.098,0.07031,-1.20164,0.00011,-1.29992,3.34053E-06,2.41719,2.38221E-44,-1.46561,1.04664E-08,-1.52591,2.10376E-14,1.42556,4.4955E-07,1.68768,2.89902E-12,3.30204,0,3.78787,0,-2.49665,0,-1.73985,4.49894E-15,-1.47705,3.13659E-09,-1.72021,3.29994E-14
III,YPR026W,ATH1,-1.30659,0.00002,-1.42792,0,-1.23599,4.12722E-13,2.13198,0,-1.45077,0,-1.55061,1.96442E-31,-1.16929,0.00335,-1.03486,0.5105,1.27425,6.31201E-41,1.57534,3.66919E-29,-1.61836,0,-1.1946,0.00006,-1.3747,9.83179E-15,-1.53444,4.05068E-26
III,YDR421W,ARO80,-1.2374,8.57716E-07,-1.28024,5.21811E-17,1.47235,0,2.19351,0,-1.32862,7.26826E-19,-1.42811,3.04926E-11,-1.1688,0.00031,-1.03375,0.30355,-1.08099,0.08695,-1.0387,0.25823,-1.29734,1.85903E-09,-1.01961,0.49161,-1.11943,0.0024,-1.04385,0.35206
III,YHR056C,RSC30,-1.43196,1.0906E-22,-1.44326,0,-1.31047,2.05688E-11,1.35798,2.95581E-06,-1.23734,2.0683E-24,-1.10675,3.62588E-06,-1.5379,7.1783E-38,-1.39186,3.04605E-26,1.50954,0,2.88819,0,-1.22483,3.50026E-22,-1.18184,1.2925E-06,-1.52376,2.04877E-22,-1.46064,1.78893E-18
III,YOL164W,BDS1,-1.17243,0.0199,-1.32589,0.00354,1.5844,0.00001,5.48748,0,-1.61451,1.43519E-09,-1.22744,8.74515E-06,-1.23018,2.51694E-14,-1.18507,0.0001,-1.44313,2.50474E-13,-1.15058,0.04962,-1.80721,3.6147E-37,-1.63201,2.07654E-24,-1.49835,9.02677E-10,-1.48976,1.39623E-06
III,YNL104C,LEU4,-1.37833,0,-1.46456,1.13783E-40,-1.37159,0,2.15619,0,-1.48534,0,-1.60039,0,-1.67342,0,-1.74829,0,-1.28999,0,-1.19826,7.30485E-08,-1.40289,0,1.03021,0.36565,-1.74208,0,-1.90808,0
III,YIL056W,YIL056W,-1.21406,2.17027E-09,-1.5205,0,1.62062,2.66485E-09,2.15603,6.73983E-41,1.02109,0.69079,-1.22523,0.00032,-1.59313,0,-2.12219,0,-1.87544,3.96491E-07,-1.63039,2.72694E-20,1.02434,0.62896,1.02392,0.41851,-1.05522,0.11929,-1.13101,0.00001
III,YFL016C,MDJ1,-1.03881,0.59444,-1.26663,1.65817E-15,2.18362,0,2.43658,0,-1.23626,1.5652E-14,-1.19839,2.3081E-35,-1.21525,1.03198E-18,-1.1697,2.64034E-16,1.21794,2.93497E-15,2.09228,0,-1.50284,5.21283E-42,-1.2158,7.6322E-06,-1.07463,0.02624,-1.14036,0.00003
III,YLR345W,YLR345W,-1.71084,3.74093E-34,-2.0935,0,-1.68674,0,1.05427,0.06893,-1.67782,8.07204E-32,-1.64242,6.33081E-21,-1.69235,1.02922E-14,-1.47753,4.46221E-32,-1.17102,0.00083,-1.07966,0.102,-2.01204,7.74369E-14,-1.59848,1.30361E-15,-1.96352,2.19489E-16,-2.06125,5.60519E-45
III,YKL035W,UGP1,-1.53664,1.77598E-06,-1.913,1.93183E-11,-1.48755,0.00002,1.13281,0.07232,-1.60757,4.86828E-10,-1.44172,2.62339E-06,-1.38483,3.0672E-06,-1.02288,0.78701,1.88212,4.37205E-43,2.25565,0,-2.13298,6.59601E-33,-1.65004,5.17463E-15,-1.82682,1.87652E-19,-1.6856,4.53164E-15
III,YBR126C,BYP1,-1.21888,6.65156E-18,-1.27638,0,-1.12354,5.81039E-09,1.60117,0,-1.22619,6.59724E-11,-1.1772,6.05675E-08,-1.09202,0.01403,1.10378,0.00057,1.8475,0,2.04732,0,-1.44183,0,-1.16676,0.00002,-1.3782,0,-1.37725,1.78532E-21
III,YLL039C,SCD2,-1.74767,0,-2.18174,0,-1.16733,0.02654,2.35235,3.68186E-40,-1.94453,3.40276E-26,-1.5329,2.59792E-09,-1.6337,3.91599E-24,-1.04314,0.52138,-1.4279,1.2505E-12,1.13017,0.00076,-2.36188,0,-1.46054,1.21794E-12,-1.87929,2.69049E-43,-1.78756,4.76441E-43
III,YKL091C,YKL091C,-1.62681,6.01311E-21,-1.84956,2.2504E-20,-1.65036,0.00003,-1.24386,0.00004,-1.49325,4.17462E-24,-1.45553,2.16874E-14,-1.50696,5.29946E-18,-1.21265,0.00022,1.04932,0.06839,1.16809,0.00092,-1.67563,1.05146E-10,-1.67447,6.6866E-12,-1.76347,1.92528E-26,-2.10355,0
III,YNL194C,YNL194C,-3.22073,0,-3.72846,0,-3.55992,5.31708E-35,1.64195,1.37522E-13,-4.42088,1.14859E-33,-3.57083,0,-5.8357,0,-3.63118,9.96151E-29,1.3871,7.68424E-07,1.26289,0.00001,-6.5939,0,-3.11302,4.2039E-45,-5.02472,0,-3.33998,0
III,YER142C,MAG1,-1.73242,3.0466E-31,-1.97378,8.1979E-26,1.04827,0.59764,1.85666,1.7712E-25,-1.826,0,-1.77808,1.48755E-34,-2.20047,0,-1.83086,1.97427E-34,-1.68832,1.73608E-21,-1.19753,0.00004,-2.09776,0,-1.60305,4.72182E-11,-1.95494,2.59877E-18,-2.12374,0
III,YPR158W,YPR158W,1.15654,0.0253,-1.198,0.03927,1.92371,0,2.01613,0,-1.67689,0,-1.73027,8.46384E-43,-1.57025,6.11249E-12,-1.50176,5.80565E-33,-1.37235,6.33121E-12,1.39453,2.81666E-20,-2.19453,3.13115E-29,-2.04786,2.38369E-15,-1.04977,0.4611,-1.42875,3.4872E-17
III,YFL061W,YFL061W,-1.92901,4.48206E-09,-1.80309,9.24432E-13,1.2228,0.00137,1.35499,6.21048E-13,-1.6966,9.19682E-14,-1.76832,8.70005E-24,-1.93271,4.43702E-32,-1.50619,2.90781E-10,-1.68465,1.48063E-09,-1.60761,1.55744E-09,-1.84248,1.38729E-09,-1.11499,0.02727,-2.74227,0,-1.99535,1.34469E-09
III,YFL014W,GLP1,-2.54039,6.70915E-18,-3.23296,4.68946E-23,-1.95038,9.14431E-16,12.19294,0,-7.99244,6.93268E-35,-3.90986,2.01312E-17,-4.7514,0,-2.60423,2.01239E-13,4.42972,0,7.78568,0,-6.42455,0,-1.64178,1.93586E-10,-5.30099,5.47661E-31,-3.31567,3.4714E-27
III,YEL011W,GHA1,-1.62861,4.78511E-40,-1.93289,0,-2.42804,0,-1.36239,4.45446E-07,-2.23514,0,-1.77363,1.74432E-26,-1.51313,1.15612E-10,-1.01718,0.78912,1.44764,2.08271E-16,1.2793,0.00071,-3.55412,0,-2.62386,0,-2.45125,0,-2.49068,0
III,YLR149C,YLR149C,-1.6945,3.22503E-13,-1.99696,2.90259E-19,-1.3198,6.38643E-06,1.70504,3.70447E-07,-2.01947,2.05761E-23,-1.77868,3.88706E-06,-1.32888,9.29427E-07,1.11945,0.04722,1.21067,0.00069,1.32974,5.12041E-08,-3.06712,0,-1.5778,3.45023E-27,-1.87706,0,-2.14361,2.86846E-42
III,YIL172C,YIL172C,-1.6128,1.88215E-14,-1.67886,6.70216E-25,-1.18037,0.00791,2.40083,7.72325E-19,-1.55138,1.06143E-19,-1.3352,4.46368E-06,-1.53888,7.27214E-11,-1.358,6.45929E-09,-1.61938,4.45418E-19,-1.31813,0.00003,-1.7384,5.75339E-25,-1.41818,1.2494E-18,-1.55755,1.28394E-14,-1.578,2.5228E-23
III,YER065C,ICL1,-1.47459,1.05726E-24,-1.61722,1.1489E-28,-1.26756,5.33528E-13,2.26265,2.90266E-28,1.1893,2.43901E-20,1.0538,0.1758,-1.33325,1.96887E-11,-1.12502,0.04828,-1.21614,5.36654E-13,-1.26912,0.00351,-1.31868,3.48459E-12,1.77586,4.7202E-27,-1.35132,0.00032,-1.72813,0
III,YDL180W,YDL180W,-1.35247,1.90307E-24,-1.5229,0,2.05813,0,2.24068,0,-1.38978,5.86266E-19,-1.4998,9.32004E-42,-1.2291,4.52617E-19,-1.33359,7.04352E-16,-1.20949,7.38807E-09,1.07018,0.06282,-1.5138,3.03467E-29,-1.41922,6.13641E-19,-1.45465,1.26079E-38,-1.51496,9.22362E-16
III,YBR293W,VBA2,-1.6433,5.23824E-06,-1.93964,0.0001,1.67056,1.73699E-09,3.34223,0,-1.22179,0.00028,-1.23961,3.68763E-07,-1.2348,1.8571E-06,-1.18446,0.0001,-1.50677,6.79006E-19,-1.32405,0.00101,-1.40383,1.64281E-07,-1.0815,0.17012,-1.88146,1.95448E-11,-1.77752,7.99524E-08
III,YER081W,SER3,-1.74907,0,-1.95215,0,-1.11199,0.09238,2.67411,0,-1.33972,2.02922E-17,-1.16318,0.00016,-1.35102,3.01648E-26,1.01163,0.76059,2.49146,0,5.97464,0,-1.6607,0,-1.59735,0,-1.38853,4.67848E-09,-1.37095,4.56027E-27
III,YLR142W,PUT1,-1.02535,0.27244,-1.39442,3.06259E-40,1.0848,0.00057,2.1593,0,1.13281,0.00027,1.04044,0.47787,-1.31267,3.87181E-08,-1.48308,0,1.18547,2.0888E-07,1.00708,0.92174,-1.07332,0.00008,-1.06732,0.01042,-1.2938,8.68069E-23,-1.42352,8.57585E-29
III,YGR019W,UGA1,-1.64084,1.45815E-17,-1.89363,0,-1.25285,3.06205E-14,1.18138,0.00204,-1.74942,0,-1.70846,0,-1.50328,0,-1.28733,2.35095E-27,1.02229,0.41877,1.08856,0.06123,-2.09338,0,-1.29195,1.6557E-14,-1.6465,3.0485E-39,-1.57735,5.47014E-14
III,YOR059C,YOR059C,-1.56655,0,-1.64055,6.7514E-31,1.08984,0.04343,2.31612,0,-1.63129,6.60093E-39,-1.54666,7.112E-39,-1.46817,0,-1.15039,2.08435E-07,-1.53577,1.28374E-19,-1.15244,4.30059E-13,-1.61982,5.97336E-40,-1.51719,0,-1.5208,3.97657E-30,-1.54133,0
III,YHR054C,YHR054C,-1.41975,0,-1.49859,1.39152E-37,-1.36894,2.39753E-25,1.43335,2.25667E-16,-1.2242,1.8615E-34,-1.12373,0.00005,-1.54012,4.40088E-39,-1.42449,9.31448E-23,1.55938,0,2.98584,0,-1.2429,2.41804E-23,-1.17673,1.38008E-07,-1.50742,6.86636E-44,-1.44132,1.03814E-18
III,YMR041C,YMR041C,-1.07709,0.23671,-1.29734,7.45371E-15,-1.16434,1.64944E-06,2.44356,0,-1.63821,0,-1.3928,1.57896E-19,-1.293,6.21849E-11,-1.18967,3.99086E-06,-1.09571,0.01712,1.27547,1.39367E-06,-1.65994,4.97269E-20,-1.15944,0.0068,-1.49992,0,-1.33998,3.62547E-13
III,YKL085W,MDH1,-1.65339,0,-1.91581,0,-1.17459,6.20117E-06,1.69802,5.31653E-42,-1.51056,4.34705E-20,-1.58604,1.77825E-42,-1.68251,0,-1.59828,1.19223E-35,1.44706,3.80595E-24,1.65914,3.86461E-22,-1.83149,0,-1.89241,0,-1.90632,0,-2.05783,0
III,YJL167W,BOT3,-1.11077,0.00202,-1.19206,2.54337E-13,-1.29298,8.62761E-11,-2.3138,0,-1.03065,0.14884,1.01239,0.63825,1.08497,0.00002,1.10787,3.75917E-07,1.31076,8.35363E-35,1.33041,0,1.0025,0.91401,1.39328,9.10844E-44,-1.10596,1.55414E-10,-1.0649,0.00082
III,YPL004C,LSP1,-1.70092,0,-1.77481,0,-2.09138,0,-1.21847,2.78283E-10,-1.79873,0,-1.76393,6.69821E-42,-1.69144,0,-1.43804,0,1.25732,2.84714E-23,1.37148,2.80195E-12,-2.2884,0,-2.20321,0,-2.16736,0,-2.29613,0
III,YBR050C,REG2,-1.73673,8.45329E-35,-1.90637,9.32284E-25,1.55246,9.2347E-17,3.3517,0,-1.15143,0.00003,-1.54707,5.94077E-15,-1.32567,4.70713E-09,-1.0922,0.27115,1.0432,0.26353,1.07162,0.08147,-2.08769,0,-1.24615,0.00874,-2.67926,0,-3.683,8.4725E-25
III,YGR053C,YGR053C,-1.30505,4.59148E-22,-1.47198,2.36862E-10,-1.1813,0.00001,2.00643,0,-1.4785,5.27783E-06,-1.04515,0.20512,-1.33296,2.93133E-08,1.06083,0.01347,1.10679,0.00991,1.42497,1.54143E-44,-2.07585,0,-1.60735,9.39012E-13,-1.90309,6.5969E-17,-1.66675,1.34254E-26
III,YCR004C,YCP4,-1.31089,1.4493E-27,-1.36654,1.25356E-17,1.03046,0.28631,2.07014,0,-1.27272,1.18504E-15,-1.33412,9.75247E-21,-1.2719,2.44997E-13,-1.20184,6.47617E-10,1.34435,1.97411E-15,1.2064,0.00004,-1.25177,0.00003,-1.02932,0.35536,-1.44844,4.26609E-10,-1.57833,0
III,YLL041C,SDH2,-2.22743,0,-2.47294,0,-1.38156,1.89049E-18,-1.06507,0.11576,-1.66684,8.35278E-39,-1.90544,0,-1.77733,0,-1.79514,0,1.39038,8.88903E-28,1.39544,4.18283E-17,-1.95469,0,-1.77291,0,-2.32509,0,-2.78842,0
III,YKL141W,CYB3,-1.64214,5.84425E-09,-1.7006,0,-1.36524,5.72018E-27,-1.30592,9.39599E-34,-1.42539,2.23638E-24,-1.38495,0,-1.39729,1.99476E-12,-1.44932,3.14672E-18,1.46487,4.46064E-31,1.46182,1.1382E-28,-1.57615,0,-1.45095,1.34336E-24,-1.92906,1.05813E-25,-2.35604,0
III,YPL052W,OAZ1,-1.64298,6.392E-33,-1.52717,5.53976E-31,1.17723,0.00156,2.75845,0,-1.5302,8.58338E-26,-1.23475,3.38256E-12,-1.25727,3.86052E-11,-1.96524,0,-3.00347,1.73307E-36,-2.36188,0,-1.55283,5.41104E-33,-1.11751,0.02026,-1.57335,1.17399E-36,-1.49546,1.67891E-19
III,YPR151C,SUE1,-1.34452,6.01762E-06,-1.48024,1.91905E-16,-1.25964,1.88123E-06,3.99197,0,-1.93068,0,-1.42078,4.94523E-10,-1.34079,5.05087E-06,1.1213,0.00028,-1.16234,1.24893E-07,1.32475,2.73283E-10,-1.74199,6.69624E-16,-1.31211,3.19637E-06,-1.54414,7.6681E-13,-1.24353,1.61062E-12
III,YGR236C,SPG1,-1.4262,0.00417,-1.43043,1.00502E-06,-2.06483,3.83861E-19,1.76037,2.52402E-24,-2.12782,4.60939E-10,-1.62714,1.55356E-33,-1.37205,3.01223E-11,1.04437,0.56945,-1.04107,0.76517,1.41394,7.07802E-09,-1.74527,5.29024E-06,-1.34476,0.01557,-1.4644,0.00014,-1.31565,0.00022
III,YKL123W,YKL123W,-1.35366,9.91886E-09,-1.60191,0,-1.03091,0.3402,2.05995,0,-1.11036,0.00312,-1.20724,1.25617E-07,-1.18445,9.53415E-12,-1.1134,0.10671,1.0507,0.27999,1.21206,1.89639E-07,-1.25525,4.80445E-09,1.08183,0.10816,-1.33751,1.56281E-12,-1.40528,0.00001
