Cluster,ORF,Gene,Ag_10uM_Fold Change,Ag_10uM_P-value,Ag_20uM_Fold Change,Ag_20uM_P-value,As_400uM_Fold Change,As_400uM_P-value,As_1250uM_Fold Change,As_1250uM_P-value,Cd_5uM_Fold Change,Cd_5uM_P-value,Cd_25uM_Fold Change,Cd_25uM_P-value,Cr_400uM_Fold Change,Cr_400uM_P-value,Cr_1700uM_Fold Change,Cr_1700uM_P-value,Cu_5000uM_Fold Change,Cu_5000uM_P-value,Cu_9000uM_Fold Change,Cu_9000uM_P-value,Hg_19uM_Fold Change,Hg_19uM_P-value,Hg_47uM_Fold Change,Hg_47uM_P-value,Zn_1000uM_Fold Change,Zn_1000uM_P-value,Zn_2000uM_Fold Change,Zn_2000uM_P-value
V,YHR159W,YHR159W,-1.46473,1.10131E-23,-1.58426,0,-1.77146,0,-2.08577,0,-1.6275,8.67034E-23,-1.91302,0,-1.6235,0,-1.56464,0,-1.58999,4.57343E-19,-1.37431,3.14461E-13,-1.92077,0,-1.65429,3.21506E-22,-1.54072,2.02054E-24,-1.33667,2.33375E-10
V,YJL091C,GWT1,-1.31961,2.51333E-08,-1.41901,1.62826E-10,-1.9596,3.818E-24,-2.68461,0,-1.33453,0.00002,-1.04165,0.3229,-1.60776,2.34987E-38,-1.44252,6.35189E-11,-1.20259,4.85639E-07,-1.10799,0.02557,-1.1965,3.5782E-20,-1.2336,2.50668E-07,-1.46022,3.06336E-18,-1.20512,0.000002254
V,YKR058W,GLG1,-2.16061,0,-2.40518,0,-2.13972,0,-2.0506,0,-1.42895,6.1251E-32,-1.35886,5.53421E-09,-1.66799,1.48082E-19,-1.43884,3.38806E-19,1.36072,1.15706E-17,-1.06099,0.20915,-1.98162,0,-1.52922,8.99828E-32,-1.82155,1.4013E-45,-2.18828,6.12367E-43
V,YEL070W,DSF1,-2.25702,6.924E-27,-2.18904,0,-2.41731,0,1.32324,0.00028,-2.66078,0,-2.1913,1.4013E-45,-3.24339,0,-2.45035,0,-1.54179,4.87679E-27,-1.44332,1.21984E-07,-2.62928,5.36543E-37,-1.97116,3.40053E-08,-2.28073,4.54006E-22,-1.22486,2.98841E-06
V,YHR030C,BYC2,-1.31971,3.47183E-09,-1.3731,1.28663E-16,-1.28422,2.67003E-12,-1.3969,1.12469E-09,-1.13192,0.00045,-1.22103,0.00125,-1.63336,3.88218E-15,-1.9334,0,-2.41659,0,-2.74285,7.70714E-44,-1.10347,0.0323,1.08192,0.00373,-1.23211,7.55187E-10,-1.30832,8.03568E-07
V,YLR130C,ZRT2,-1.14205,0.01153,-1.12069,0.02428,-1.94675,2.17523E-35,-2.6914,0,-1.31512,8.69732E-09,-1.99217,8.9768E-22,-1.09464,0.09819,-1.34826,0.00007,-1.21068,0.00204,-1.78098,3.09009E-27,-1.16754,0.00464,-1.62641,8.66233E-14,-5.24813,0,-6.2277,0
V,YKL149C,DBR1,-1.30076,5.85518E-09,-1.26897,5.75564E-18,-1.8033,9.4428E-40,-2.19123,0,-1.43624,1.56181E-21,-1.45621,5.30447E-18,-1.45691,1.28932E-39,-1.46605,0,-1.55037,9.11845E-14,-1.43883,0,-1.55365,1.79169E-24,-1.40443,1.24574E-19,-1.58155,0,-1.53876,1.41531E-43
V,YDR019C,GCV1,-1.3609,9.16814E-14,-1.50104,0,-1.57849,0,-3.79764,0,-2.3894,8.21303E-21,-3.40715,0,1.05814,0.13795,-1.55614,8.11041E-35,2.02089,0,1.49686,9.6675E-19,-1.64867,0,-1.21146,6.50928E-12,1.19899,0.00025,1.05382,0.1223
V,YKL195W,MIA40,-2.22376,0,-2.16346,0,-1.5412,2.38972E-26,-1.04849,0.28533,-1.81766,0,-1.86059,0,-2.16244,0,-1.92639,0,-1.48752,6.66811E-26,-1.32871,1.12104E-44,-2.09814,0,-1.97181,0,-2.42845,0,-2.50063,0
V,YOL058W,ARG1,-1.38449,1.26013E-33,-1.33763,1.73124E-12,-3.01168,0,1.75964,9.32121E-31,-1.82934,2.88089E-40,-2.63734,0,-3.48029,0,-3.41184,0,-2.49511,0,-3.42922,0,1.20164,6.86607E-06,2.66804,0,-1.31486,7.38525E-12,1.01638,0.75062
V,YHL003C,LAG1,-1.28826,4.97489E-13,-1.30089,8.06565E-06,-1.38783,0,-2.35166,0,-1.04855,0.07278,1.01692,0.38929,-1.36088,0,-1.35331,2.20962E-12,-1.06246,0.02063,-1.37022,3.12066E-37,-1.02802,0.3345,-1.10501,0.06918,-1.27615,1.37632E-10,-1.27272,2.24463E-06
V,YPL113C,YPL113C,-2.06771,6.71644E-33,-2.59625,0,-1.66877,0,-1.22299,0.00029,-1.77527,5.63245E-33,-1.65825,3.79109E-30,-2.3077,0,-1.82759,6.01499E-38,-1.18965,0.00569,-1.03008,0.51915,-2.50952,3.10496E-38,-1.67235,1.34999E-12,-3.54922,0,-4.16365,6.27642E-42
V,YHR017W,YSC83,-2.11067,0,-2.22717,3.44981E-29,-1.76685,0,-1.40901,3.16646E-21,-1.62395,0,-1.36666,4.53478E-32,-2.3447,0,-1.88283,0,-1.38537,7.03153E-18,-1.28192,6.0027E-18,-1.81951,0,-1.81366,0,-2.16646,0,-2.20015,0
V,YJL137C,GLG2,-1.91418,9.10844E-44,-1.84487,0,-1.49099,0,-1.48188,6.35736E-12,-1.55215,1.41872E-38,-1.36125,6.5759E-26,-1.80765,0,-1.89521,0,-1.11932,0.01465,-1.3896,1.45066E-12,-1.70419,1.39189E-25,-1.73193,9.03145E-38,-2.03152,0,-1.98807,0
V,YNL025C,GIG3,-2.40421,0,-2.67347,0,-1.81868,0,-2.39663,0,-1.9593,0,-1.85539,0,-2.23449,0,-2.22777,0,-1.74004,3.62037E-34,-1.69526,0,-2.26757,0,-2.04675,0,-2.11696,0,-2.02787,0
V,YNL098C,ctn5,-1.87141,0,-1.88911,0,-1.9966,0,-2.24064,0,-1.67433,0,-1.4481,2.48446E-30,-1.75217,0,-1.75615,0,-1.49829,3.36957E-19,-1.46458,2.50004E-16,-2.01446,1.77993E-40,-1.66538,9.80909E-44,-2.11016,1.4013E-45,-2.00466,0
V,YIL117C,PRM5,-1.7563,0,-1.99853,0,1.60634,0,1.58051,0,1.03128,0.55243,1.09862,0.00016,-1.61617,1.35884E-27,-2.07658,0,-2.23087,1.06474E-35,-2.58721,0,-1.26984,1.00399E-26,1.79607,0,-1.78643,0,-1.75185,0
V,YDR124W,YDR124W,-1.37045,1.4086E-10,-1.42178,1.38447E-11,-3.0074,0,-3.42502,0,-1.83742,9.97851E-07,-2.16338,3.52707E-42,-2.55054,2.70234E-28,-2.80786,0,-5.21456,0,-5.14719,5.31965E-13,-1.90407,4.29596E-20,-2.24227,3.97038E-37,-1.39688,5.17694E-09,-1.11847,0.00803
V,YHR144C,DCD1,-1.21933,0.04044,1.00336,0.96085,-1.55973,1.13918E-29,-2.64443,0,-1.15577,0.03675,1.04471,0.54481,-1.52135,2.57398E-07,-1.58004,1.5723E-13,-1.54112,5.57829E-08,-1.76898,8.90817E-17,-1.07723,0.34552,-1.18206,0.00038,-1.27975,0.00012,-1.17406,0.01068
V,YKL120W,OAC1,-1.16197,0.00002,-1.08985,0.00018,-1.18926,4.34566E-13,1.18736,0.00013,-1.04479,0.06514,-1.03199,0.32511,-1.80652,0,-2.27881,0,-1.32128,1.06693E-07,-1.08977,0.08171,1.2122,9.76143E-08,1.14577,0.00008,-1.25147,4.00514E-13,-1.44111,7.47733E-42
V,YNR028W,CPR8,-1.49846,4.82473E-15,-1.40247,4.99031E-32,-1.99263,0,-3.4523,0,-1.44425,1.80764E-35,-1.5458,3.01642E-36,-1.57254,1.68834E-25,-1.70532,0,-1.37987,1.84528E-24,-1.55996,4.15905E-42,-1.38268,1.74777E-14,-1.95124,0,-1.46797,1.31068E-39,-1.6558,5.65739E-17
V,YMR281W,GPI12,-1.60577,2.10971E-33,-1.65407,0,-1.70428,0,-2.16511,1.58109E-41,-1.55936,2.8026E-45,-1.4795,1.77965E-43,-1.79758,0,-1.73258,0,-1.32449,4.33721E-36,-1.4546,6.64513E-28,-1.61069,0,-1.59871,0,-1.7088,0,-1.79914,2.30899E-34
V,YER055C,HIS1,-1.11886,0.07212,-1.14745,0.03256,-1.64489,2.72055E-18,-2.564,0,-1.19635,0.00011,-1.38065,3.2545E-12,-1.5047,4.33226E-23,-1.7393,4.85447E-20,-1.84882,3.95843E-23,-2.26745,0,-1.29342,5.64737E-10,-1.12087,0.04594,-1.16636,0.00358,-1.16541,0.00816
V,YNL246W,VPS75,-1.04214,0.64,1.01619,0.82934,-1.44488,5.51074E-06,-2.62254,0,-1.0505,0.50466,-1.22622,0.00453,-1.25851,0.00001,-1.30761,0.0004,-1.19968,0.00043,-1.53991,4.47282E-17,-1.1549,3.87665E-07,-1.36941,3.72321E-07,-1.10155,0.0322,-1.11669,0.14373
V,YHL013C,YHL013C,-1.16059,2.42153E-11,-1.08285,0.09295,-1.46627,5.37529E-35,-2.02349,0,-1.38565,7.05548E-13,-1.22611,5.58813E-06,-1.34978,8.70551E-14,-1.41847,2.51265E-17,-1.84106,0,-2.34558,0,-1.28387,2.14462E-11,-1.55783,8.77273E-34,-1.23401,1.9944E-09,-1.14048,5.31456E-10
V,YMR193W,MRPL24,-1.52158,1.99319E-07,-1.65464,1.76192E-32,-1.63637,0,-1.60865,2.36399E-42,-1.57368,2.4864E-19,-1.57139,5.73783E-22,-1.6245,5.80482E-26,-1.54817,3.04029E-17,-1.29289,6.14754E-08,-1.23972,2.22942E-07,-1.69682,9.29101E-21,-1.72931,6.80304E-28,-2.10983,0,-1.70749,0.00026
V,YOR060C,YOR060C,-1.04592,0.23583,-1.18756,0.00593,-1.37048,3.48519E-09,-2.33867,0,-1.33594,1.38298E-06,-1.13273,0.02888,-1.22624,4.97045E-15,-1.40091,4.41871E-08,-1.19644,0.00156,-1.44756,9.50447E-20,-1.26784,0.00011,-1.30365,5.37166E-18,-1.02091,0.30107,1.0126,0.61097
V,YDR383C,NKP1,-1.21756,2.27091E-06,-1.12056,0.08641,-1.86417,2.13659E-25,-2.1798,0,-1.59115,1.32441E-08,-1.30137,0.00009,-1.13885,0.05921,1.05637,0.4038,-1.29884,2.98294E-12,-1.2228,0.00017,-1.62838,5.4773E-18,-1.18243,0.00038,-1.50816,1.43611E-11,-1.34259,2.34769E-06
V,YPR131C,NAT3,-1.98975,3.54085E-14,-2.09831,1.81032E-17,-2.44611,0,-2.80941,0,-1.9477,2.05958E-37,-1.53388,2.24175E-17,-1.86074,1.10564E-17,-1.67377,2.03724E-29,-1.8895,5.40541E-24,-2.12415,3.36672E-19,-2.02149,8.94707E-18,-1.95355,8.8446E-16,-2.0211,0,-1.905,3.15072E-12
V,YGR033C,TIM21,-1.48799,6.46492E-29,-1.53379,1.20127E-09,-1.92371,0,-2.06131,0,-1.3156,1.30161E-06,-1.2499,0.00028,-1.48114,2.34087E-15,-1.47459,2.9574E-10,-1.33869,5.19114E-10,-1.39539,2.07842E-12,-1.48211,1.15482E-18,-1.6629,1.56866E-34,-1.73404,3.28819E-34,-1.7097,4.49246E-36
V,YBR111C,RMA2,-1.66302,2.26398E-17,-1.66087,2.17797E-15,-2.0625,1.82169E-44,-1.91504,3.36842E-25,-1.8228,2.46148E-31,-1.64344,2.57461E-27,-1.48903,3.78723E-09,-1.4474,2.80996E-18,-1.10742,0.00052,-1.02582,0.4857,-2.3761,1.55976E-37,-2.24296,1.82238E-33,-2.05244,1.37327E-43,-2.04662,1.6314E-26
V,YOR319W,HSH49,-2.00128,1.53928E-12,-1.91941,0,-2.13917,0,-2.91822,0,-1.93468,0,-1.8933,0,-2.21221,0,-2.50706,0,-2.22418,0,-2.67445,0,-1.97948,0,-1.76528,0,-2.29704,0,-1.82457,1.96358E-18
V,YGR146C,YGR146C,-1.4321,2.8341E-06,-1.97297,1.25483E-12,-1.07532,0.37939,-1.06813,0.45377,-1.4533,1.25707E-12,-1.52905,5.3221E-08,-1.18607,0.01523,-2.04208,6.54618E-25,-6.88586,0,-4.52024,0,-1.30577,9.87614E-11,-1.16201,0.00001,-1.04815,0.1425,-1.25465,3.47216E-08
V,YAL004W,YAL004W,-2.64958,0,-3.27798,0,-1.31022,0.01423,-1.83178,1.3843E-19,-1.93743,6.01791E-24,-2.05316,3.81052E-26,-3.84736,0,-3.9798,0,-1.54576,2.73208E-16,-1.35071,0.00066,-1.68343,1.67117E-12,-1.98685,6.70013E-33,-2.17501,0,-2.02375,5.64338E-36
V,YER067W,YER067W,-4.28149,8.25469E-27,-5.2909,2.75211E-36,-8.64242,0,-2.34419,1.06322E-06,-5.96644,6.9359E-32,-4.29847,7.83839E-22,-7.68015,3.58956E-35,-2.32776,3.54599E-22,-4.38477,0,-2.85193,5.01381E-17,-8.3766,0,-4.50729,4.93222E-38,-4.98476,0,-5.19111,0
V,YJR047C,ANB1,1.24377,0.00028,1.11381,0.00842,-1.17863,0.00011,-3.17495,0,-1.14148,0.03202,-1.45574,8.76938E-12,1.40844,2.39221E-12,1.11836,0.00759,1.21873,2.61215E-10,-1.41128,0,-1.60619,5.03918E-21,-2.69261,8.99351E-34,1.01522,0.68866,-1.25495,8.35988E-07
V,YPL071C,YPL071C,-1.39972,0.01012,-1.46779,1.70469E-12,-1.94661,4.56516E-26,-2.00688,0,-1.65766,3.75723E-13,-1.52696,1.79116E-09,-1.73998,5.84718E-17,-1.49486,3.28173E-09,-1.94014,1.67684E-34,-1.71608,5.48645E-15,-1.85293,2.62779E-21,-1.27852,1.19888E-06,-1.67855,1.55874E-12,-1.67544,4.60029E-06
V,YKL122C,SRP21,-1.10989,0.19607,-1.16081,0.00032,-1.78838,0,-2.56113,0,-1.38126,0.00007,-1.62166,7.39385E-20,-1.48403,3.9462E-06,-1.66625,1.53558E-13,-1.56854,4.74757E-13,-1.12816,0.0107,-1.3544,2.62342E-07,-1.55313,2.39879E-22,-1.57279,6.98934E-13,-1.55457,0.00018
V,YKL002W,DID4,-1.48096,4.39207E-26,-1.47463,4.7015E-16,-1.86934,0,-1.77658,1.14924E-19,-1.50718,1.58603E-35,-1.69926,2.95736E-23,-1.25662,3.71981E-09,-1.10533,0.01726,-1.13524,0.00589,-1.24813,4.46615E-35,-1.80224,0,-1.94392,7.00649E-45,-2.14247,0,-2.01436,0
V,YLR211C,YLR211C,-2.23415,4.29511E-35,-2.00335,2.56319E-26,-2.78198,0,-1.43798,1.08822E-31,-1.64696,3.78073E-09,-2.37286,1.4013E-45,-2.46641,3.39148E-26,-2.12249,3.95058E-27,-2.21507,2.44225E-18,-1.84329,9.82121E-12,-2.38933,1.85061E-40,-2.01392,9.96025E-38,-3.43851,0,-2.46866,6.1458E-12
V,YNL031C,HHT2,-1.65904,1.13817E-16,-1.69476,1.95087E-39,-2.45618,0,-2.41991,0,-1.67778,5.60519E-44,-1.51931,1.26767E-33,-1.62499,0,-1.74081,0,-1.3157,9.72576E-22,-1.32858,3.15736E-13,-1.62746,7.83857E-25,-2.01779,0,-1.79601,1.18577E-26,-2.06258,0
V,YBL025W,RRN10,-2.17563,5.55357E-06,-2.28213,1.06897E-19,-1.67488,9.11001E-16,-1.61341,3.12685E-14,-1.72523,2.83826E-21,-1.63864,6.96539E-24,-1.72455,0,-1.76431,3.08817E-24,-2.17769,1.33118E-36,-2.32048,1.4013E-45,-1.96781,1.70502E-23,-2.22992,0,-2.33608,0,-1.54743,1.26872E-06
V,YJL027C,YJL027C,-1.1598,0.22789,-1.06753,0.43402,-1.50894,5.23787E-06,-2.08535,2.62598E-25,-1.46475,7.97326E-07,-1.59823,1.5264E-12,-1.47582,1.01839E-14,-1.50962,0.00001,-1.50377,0.00003,-1.64529,2.58882E-08,-1.38892,1.03826E-07,-1.48444,3.47306E-13,-1.2434,0.01403,-1.1792,0.11419
V,YBR010W,BUR5,-1.43993,0.00002,-1.44269,0.00005,-1.92741,1.27268E-12,-2.06831,9.80829E-27,-1.48292,3.89865E-07,-1.28407,0.00521,-1.62563,6.14419E-08,-1.76607,5.14332E-12,-1.12158,0.08567,-1.12999,0.04998,-1.46392,2.7251E-10,-1.82461,1.19198E-12,-1.60671,8.8218E-12,-1.59856,1.93122E-08
V,YOL012C,HTA3,-1.18331,0.00045,-1.18599,7.40101E-09,-1.72875,0,-2.44932,0,-1.28476,1.01051E-22,-1.23931,4.3833E-13,-1.28408,4.48797E-07,-1.35465,0,-1.28674,9.50314E-11,-1.28722,2.33185E-06,-1.32044,5.7109E-14,-1.7194,1.81074E-40,-1.33832,3.23892E-21,-1.35213,2.20649E-12
V,YLR327C,YLR327C,-3.60435,0,-4.2306,0,-4.33805,0,-1.18784,0.0001,-4.85514,0,-5.39648,0,-4.71502,0,-2.419,1.10393E-30,-3.07159,0,-1.64494,2.09642E-21,-8.19893,0,-2.39037,3.26409E-39,-4.15356,1.5096E-22,-6.45915,0
V,YOR168W,GLN4,-1.33529,9.74563E-21,-1.33878,3.38133E-28,-1.41772,1.91663E-40,-2.71651,0,-1.09317,0.00003,-1.09809,4.32069E-06,-1.55496,6.01564E-17,-1.59952,0,-1.61648,0,-1.90765,8.9143E-22,-1.06118,0.04338,-1.29027,2.46997E-14,-1.27582,8.00741E-10,-1.28896,3.5734E-07
V,YGL229C,SAP4,-1.50081,8.89458E-06,-1.60841,2.51004E-09,-2.31404,3.84638E-15,-1.88582,2.85658E-18,-1.73046,4.28549E-34,-2.20108,3.4557E-16,-1.77056,3.1291E-16,-1.52212,4.88362E-17,-1.06156,0.50124,1.1936,0.04157,-2.1323,1.92462E-29,-1.94035,2.4235E-25,-2.00154,1.15259E-19,-2.3309,1.05942E-35
V,YOR178C,GAC1,-1.72546,0,-1.85348,1.04883E-19,-2.23806,0,-1.35606,3.62391E-19,-1.87412,7.60905E-43,-1.94954,0,-2.10694,2.11991E-25,-1.87949,7.3917E-31,-1.12207,0.03747,-1.25435,1.52894E-08,-2.6392,0,-2.52404,0,-1.95002,4.14535E-33,-2.046,0
V,YJL061W,HRB187,-1.14038,0.0248,-1.09315,0.10309,-1.76358,6.5653E-31,-2.70879,0,-1.10078,0.11024,-1.61427,8.23721E-20,-1.68054,7.23039E-36,-1.51399,1.0001E-08,-1.2192,0.00008,-1.30766,1.67389E-06,-1.2277,0.00033,-1.33729,4.1756E-14,-1.55562,1.07813E-15,-1.55541,6.6038E-15
V,YFR015C,GSY1,-1.47187,2.42756E-23,-1.68582,4.03574E-42,-3.26932,0,-4.03571,0,-1.68979,0,-1.68432,1.62551E-43,-1.23445,8.58709E-06,-1.06362,0.08425,1.07584,0.00621,-1.16847,0.00012,-2.68281,0,-2.74858,0,-1.97536,8.84079E-41,-2.49035,0
V,YDR497C,ITR1,-1.0979,0.00014,-1.03025,0.43904,-1.7664,0,-2.05732,0,-1.24036,1.52712E-13,-1.48375,5.72683E-24,-1.03788,0.22222,-1.50636,0,-1.1442,2.8421E-10,-1.61687,0,-1.17843,2.40909E-13,-1.04179,0.04139,-1.27728,3.09906E-24,-1.37654,3.77287E-35
V,YDR343C,HXT6,-3.83405,0,-4.5454,0,-4.00183,0,-1.61619,0,-3.83983,0,-4.26694,0,-4.87218,0,-3.96376,0,-1.2377,2.31845E-25,-1.23449,7.06962E-11,-5.01507,0,-3.93057,0,-4.03592,2.50533E-35,-7.08166,0
V,YNL227C,JJJ1,1.29691,0.00188,1.71639,3.9378E-30,-1.22743,0.00296,-1.405,0.00002,-1.12,0.32709,-1.34035,0.00028,-1.40479,4.88819E-07,-1.18047,0.08595,-2.04834,6.01133E-33,-2.08262,3.88959E-22,-1.23663,0.0002,-1.36149,2.02061E-18,-1.01697,0.78841,1.09876,0.21385
V,YOR073W,SGO1,-1.56384,0.00029,-1.31781,0.00128,-2.31476,0,-4.98235,0,-1.06579,0.62474,-1.78213,1.81704E-06,-1.61264,0.00019,-1.70151,0.0001,-1.26709,0.1391,-1.05137,0.71006,-1.03225,0.82297,-1.54164,0.0105,-1.95987,7.01009E-13,-1.97521,6.48559E-09
V,YBR299W,MAL32,-3.6232,0,-3.99039,3.49074E-38,-4.05577,0,-2.36707,1.11225E-38,-3.33894,0,-4.15203,0,-4.06445,0,-2.81906,0,-3.04625,1.77643E-37,-3.61582,0,-3.86738,9.10844E-44,-2.87359,9.02508E-33,-3.71858,5.32666E-14,-10.81926,4.55274E-18
V,YJR131W,MNS1,-1.09565,0.00835,-1.18383,6.89396E-07,-1.63165,5.39001E-21,-2.0819,0,-1.24775,1.98819E-06,-1.46123,1.45064E-11,-1.50451,0,-1.39853,1.75773E-15,-1.20489,1.09885E-08,-1.3375,2.67301E-34,-1.10063,1.27331E-07,-1.12325,0.00002,-1.2863,7.3136E-14,-1.35288,5.71379E-16
V,YOR161C,PNS1,-1.81344,2.22217E-18,-2.19012,5.92678E-28,-2.11996,6.93322E-26,1.03264,0.61883,-1.68867,2.5033E-16,-1.98194,1.77193E-26,-2.70053,0,-2.63133,1.61867E-30,-1.49465,0.00002,-1.42305,2.35344E-06,-1.49341,1.51691E-12,-1.57383,1.39061E-14,-1.76059,2.35993E-22,-2.00358,2.15371E-32
V,YBR093C,PHO5,-1.94875,0,-1.97803,0,1.25873,4.19743E-18,-3.40821,0,-1.55922,3.92371E-39,-2.44745,0,-1.97546,0,-2.62761,0,-1.48559,2.40845E-33,-2.75428,0,-1.66012,0,-1.7227,0,-1.41361,2.99827E-24,-1.0387,0.1558
V,YDL216C,RRI1,-1.56162,7.95604E-25,-1.82625,0,-1.9484,0,-2.39937,0,-1.62665,2.61889E-41,-1.7986,0,-2.00385,1.47702E-29,-1.68866,1.08462E-30,-1.36961,1.89701E-31,-1.47536,0,-1.6923,1.68838E-33,-1.54282,4.36055E-24,-1.62612,4.73632E-39,-1.53151,2.40328E-31
V,YNL220W,ADE12,-1.64111,0,-1.69929,3.13152E-40,-1.05738,0.00052,-1.09419,0.0262,-1.23628,7.45258E-23,-1.53395,5.26727E-22,-1.4336,8.96938E-35,-1.55109,0,-1.05467,0.02669,-1.19927,2.2122E-11,-1.27237,1.92949E-19,-1.5311,3.64338E-43,-1.5702,0,-2.02145,0
V,YPR108W,RPN7,-1.9044,9.99517E-20,-1.96488,1.4013E-45,-1.26315,5.70709E-14,-1.10558,0.17364,-1.47631,3.96077E-31,-1.46775,2.01084E-29,-2.13574,0,-1.96289,0,-1.62883,1.31063E-17,-1.4173,6.65932E-24,-1.79819,6.54568E-28,-1.67575,8.74406E-21,-1.88139,6.34788E-43,-1.85483,0
V,YLR049C,YLR049C,-1.57475,3.04737E-24,-1.4581,0,-2.74271,0,-3.78077,0,-1.63724,0,-1.32995,1.079E-16,-1.66052,0,-1.5026,0,-1.56261,6.43092E-33,-1.75305,0,-1.61801,0,-1.34181,5.38267E-19,-1.91832,0,-1.9327,0
V,YGR286C,BIO2,-2.12416,2.68377E-28,-1.94381,0,-2.18647,0,-3.64231,0,-1.67445,1.1125E-26,-2.20094,8.93248E-23,-2.15142,2.85382E-33,-3.02115,0,-2.30509,0,-2.98688,0,-1.74513,0,-2.75433,0,-2.27383,0,-2.68085,0
V,YIL035C,CKA1,-1.41239,2.14049E-23,-1.46971,1.24552E-09,-1.79771,0,-2.41966,0,-1.33486,4.77591E-16,-1.33656,2.09804E-27,-1.58454,2.8026E-45,-1.55127,0,-1.42959,1.62565E-13,-1.65357,0,-1.29159,1.11645E-15,-1.36469,4.42735E-13,-1.48197,4.12961E-10,-1.60754,3.11196E-23
V,YKR011C,TOS5,-1.67927,8.00616E-33,-1.96068,0,-1.38565,1.68257E-17,-1.02808,0.51819,-1.67256,0,-1.78412,0,-2.39756,0,-1.79108,0,-1.33318,1.79052E-20,-1.03193,0.38245,-2.36931,0,-1.8564,1.32239E-26,-2.21183,0,-2.36615,0
V,YMR139W,GSK3,-1.75045,0,-2.00189,0,-1.73078,1.41799E-19,-1.43949,2.04346E-38,-1.60716,8.68556E-40,-1.40778,4.3855E-13,-1.81716,0,-1.571,2.02488E-41,-1.23872,0.00002,-1.32137,3.28787E-19,-1.73244,0,-1.52753,0,-1.85826,0,-2.0472,0
V,YKL164C,CCW6,-1.09716,0.03941,-1.18824,0.00027,-1.6312,2.00821E-36,-6.2773,0,-1.18073,0.00008,-1.11394,0.00847,-1.3155,3.89645E-08,-1.54587,5.24559E-17,-1.27079,8.3055E-07,-1.08406,0.10166,-1.18137,0.00018,1.45599,9.63822E-25,-1.04576,0.07043,-1.07575,0.00037
V,YOR061W,CKA2,-1.51797,4.36835E-33,-1.51297,3.18848E-16,-1.49913,4.77552E-12,-2.13076,0,-1.27598,5.67233E-09,-1.5092,0,-1.60604,0,-1.69612,1.00258E-36,-1.27239,3.94969E-10,-1.71058,0,-1.23397,5.15618E-07,-1.50663,3.90051E-17,-1.62794,0,-1.72561,5.60519E-45
V,YHR210C,YHR210C,-2.29689,0.00003,-1.65601,0.00002,-2.1196,6.60874E-07,-2.34525,6.26191E-17,-1.24361,0.01352,-1.21225,0.00292,-1.78808,7.14929E-06,-1.29175,0.00109,-1.35053,0.000006798,-1.5861,0.00002,-1.60085,0.01476,-1.34398,0.05844,-2.69233,5.96467E-18,-1.47565,0.35427
V,YGR021W,YGR021W,-1.83601,0,-1.62704,1.60536E-23,-1.84056,0,-1.74606,0,-1.67009,0,-1.52701,1.98116E-25,-2.19197,0,-2.36099,0,-1.66694,0,-1.64494,0,-1.69968,1.24048E-31,-1.87277,0,-1.77929,0,-1.90555,0
V,YLR404W,YLR404W,-1.24419,0.02098,-1.22461,0.00054,-1.80739,1.57766E-21,-2.81141,1.26117E-44,-1.47686,2.43797E-20,-1.2562,3.65881E-26,-1.59466,6.57209E-43,-1.52384,1.9038E-41,-1.49126,5.88545E-44,-1.83812,5.9034E-29,-1.41416,9.10136E-10,-1.30034,0.00002,-1.42011,4.03181E-24,-1.41376,1.6806E-15
V,YLR003C,YLR003C,-1.18571,0.00382,-1.06355,0.17538,-1.25432,0.00007,-2.08967,0,1.05704,0.3051,-1.06378,0.52367,-1.40015,4.97261E-08,-1.62622,5.74204E-14,-1.9385,1.07916E-15,-2.75566,3.1528E-25,1.13698,0.00001,-1.26307,1.44411E-22,-1.0817,0.00956,-1.03955,0.14414
V,YMR149W,SWP1,-1.31666,0.00033,-1.4666,1.04013E-09,-1.55261,3.81056E-12,-2.05176,1.03163E-21,-1.20003,0.00056,-1.20088,0.00437,-1.31855,0.00002,-1.42612,9.50482E-12,-1.24067,0.01536,-1.20137,0.01527,-1.36519,0.00033,-1.41052,4.16275E-07,-1.35702,4.1137E-07,-1.3299,9.97597E-10
V,YLR290C,YLR290C,-1.70439,9.14591E-34,-1.75274,9.62596E-22,-2.17163,0,-1.63933,1.89584E-30,-1.52073,1.64494E-17,-1.32428,4.02616E-11,-1.52832,3.53862E-24,-1.45486,3.11205E-40,-1.1087,0.07934,1.04309,0.50825,-1.86056,0,-1.60324,3.21141E-16,-1.81954,1.21493E-42,-1.89871,5.30868E-38
V,YOR036W,PEP12,-1.2539,0.00027,-1.47129,1.01953E-15,-1.83862,3.78781E-33,-1.50172,5.22414E-07,-1.83021,4.33696E-19,-1.58915,0.00002,-1.34598,4.43059E-08,-1.31609,0.00042,-1.46136,9.77679E-08,-1.18671,0.07761,-2.25371,1.51238E-32,-1.31153,5.05747E-09,-1.70542,5.86265E-23,-1.6607,9.82815E-35
V,YGR026W,YGR026W,-1.37717,1.08856E-14,-1.52044,9.23935E-15,-1.80968,2.84703E-39,-2.65191,0,-1.39101,3.46995E-15,-1.43078,3.16248E-20,-1.42346,2.44609E-20,-1.31877,1.09351E-13,1.11682,0.02874,1.03888,0.4199,-1.42923,2.87853E-12,-1.46582,2.03011E-16,-1.63689,7.84743E-31,-1.62936,3.58276E-15
