"","ORF","OEgenename","metal","zscore_OEmetallomics"
"40121","YBL011W","SCT1","K",-0.126027806
"40122","YBL012C","YBL012C","K",-0.532280767
"40123","YBL013W","FMT1","K",-1.058976485
"40124","YBL014C","RRN6","K",-0.656168732
"40125","YBL015W","ACH1","K",-0.049328089
"40126","YBL016W","FUS3","K",-0.000881279
"40127","YBL018C","POP8","K",-0.391166698
"40128","YBL019W","APN2","K",0.198865805
"40129","YBL020W","RFT1","K",-0.282346715
"40130","YBL021C","HAP3","K",-0.198844531
"40131","YBL022C","PIM1","K",-0.403417296
"40132","YBL023C","MCM2","K",0.280076277
"40133","YBL024W","NCL1","K",1.298577561
"40134","YBL025W","RRN10","K",0.389032274
"40135","YBL027W","RPL19B","K",0.761983761
"40136","YBL028C","YBL028C","K",-0.543251568
"40137","YBL029C-A","YBL029C-A","K",1.469368799
"40138","YBL029W","YBL029W","K",-0.489168178
"40139","YBL030C","PET9","K",-0.658484548
"40140","YBL031W","SHE1","K",-0.85516477
"40141","YBL032W","HEK2","K",-0.009868395
"40142","YBL033C","RIB1","K",0.76142399
"40143","YBL034C","STU1","K",0.185943803
"40144","YBL035C","POL12","K",0.011974174
"40145","YBL036C","YBL036C","K",-3.247969925
"40146","YBL037W","APL3","K",-0.485153646
"40147","YBL038W","MRPL16","K",0.020459586
"40148","YBL039C","URA7","K",0.658776305
"40149","YBL040C","ERD2","K",-0.27692881
"40150","YBL041W","PRE7","K",0.43348871
"40151","YBL042C","FUI1","K",0.283732647
"40152","YBL043W","ECM13","K",-0.035334341
"40153","YBL044W","YBL044W","K",0.294565567
"40154","YBL045C","COR1","K",0.475642745
"40155","YBL046W","PSY4","K",-0.577599547
"40156","YBL047C","EDE1","K",-0.238439235
"40157","YBL048W","RRT1","K",-0.736586865
"40158","YBL049W","MOH1","K",-0.291338466
"40159","YBL050W","SEC17","K",0.265191675
"40160","YBL051C","PIN4","K",-1.510666934
"40161","YBL053W","YBL053W","K",-0.081559673
"40162","YBL054W","TOD6","K",-0.713606368
"40163","YBL055C","YBL055C","K",0.787810863
"40164","YBL057C","PTH2","K",1.121164797
"40165","YBL058W","SHP1","K",0.490448926
"40166","YBL059C-A","CMC2","K",0.771483377
"40167","YBL059W","YBL059W","K",1.511212293
"40168","YBL060W","YEL1","K",0.03991406
"40169","YBL061C","SKT5","K",-0.966316565
"40170","YBL062W","YBL062W","K",0.426156116
"40171","YBL063W","KIP1","K",-1.352664644
"40172","YBL064C","PRX1","K",-0.327882536
"40173","YBL065W","YBL065W","K",0.419290922
"40174","YBL069W","AST1","K",-0.051404136
"40175","YBL070C","YBL070C","K",-0.251755954
"40176","YBL071C","YBL071C","K",0.168344991
"40177","YBL071C-B","YBL071C-B","K",-0.274289281
"40178","YBL071W-A","KTI11","K",-0.569483432
"40179","YBL072C","RPS8A","K",1.183266846
"40180","YBL073W","YBL073W","K",0.238577367
"40181","YBL074C","AAR2","K",0.535124079
"40182","YBL075C","SSA3","K",1.334410287
"40183","YBL076C","ILS1","K",0.712124048
"40184","YBL077W","YBL077W","K",0.925273966
"40185","YBL078C","ATG8","K",-0.118127099
"40186","YBL079W","NUP170","K",0.300032197
"40187","YBL080C","PET112","K",-0.131265801
"40188","YBL081W","YBL081W","K",2.604318182
"40189","YBL082C","ALG3","K",-0.700456246
"40190","YBL083C","YBL083C","K",-1.060185462
"40191","YBL085W","BOI1","K",0.411130199
"40192","YBL086C","YBL086C","K",0.170319252
"40193","YBL087C","RPL23A","K",-0.604903329
"40194","YBL089W","AVT5","K",-3.308425526
"40195","YBL090W","MRP21","K",0.639125927
"40196","YBL091C","MAP2","K",1.96458965
"40197","YBL091C-A","SCS22","K",0.345435856
"40198","YBL092W","RPL32","K",-0.108308221
"40199","YBL093C","ROX3","K",-1.69620933
"40200","YBL094C","YBL094C","K",-0.534993478
"40201","YBL095W","MRX3","K",-1.879437378
"40202","YBL096C","YBL096C","K",-0.378154609
"40203","YBL097W","BRN1","K",0.05816697
"40204","YBL098W","BNA4","K",0.443454798
"40205","YBL099W","ATP1","K",0.149631525
"40206","YBL100C","YBL100C","K",0.607158038
"40207","YBL101C","ECM21","K",-0.278496618
"40208","YBL101W-C","YBL101W-C","K",-0.046168062
"40209","YBL102W","SFT2","K",-0.434446915
"40210","YBL103C","RTG3","K",0.307702247
"40211","YBL107C","MIX23","K",-0.040838878
"40212","YBL108W","YBL108W","K",-0.24174488
"40213","YBL112C","YBL112C","K",0.062967942
"40214","YBL113W-A","YBL113W-A","K",0.453775737
"40215","YBR001C","NTH2","K",1.052818096
"40216","YBR002C","RER2","K",-1.26370383
"40217","YBR003W","COQ1","K",-0.417703426
"40218","YBR004C","GPI18","K",0.805601639
"40219","YBR005W","RCR1","K",0.357459085
"40220","YBR006W","UGA2","K",0.192513524
"40221","YBR007C","DSF2","K",-1.709866517
"40222","YBR008C","FLR1","K",-1.01987447
"40223","YBR009C","HHF1","K",0.773669851
"40224","YBR010W","HHT1","K",0.362432259
"40225","YBR011C","IPP1","K",-2.070352471
"40226","YBR012C","YBR012C","K",-0.314002299
"40227","YBR013C","YBR013C","K",-1.103001988
"40228","YBR014C","GRX7","K",0.445147147
"40229","YBR015C","MNN2","K",0.636462473
"40230","YBR016W","YBR016W","K",1.428780384
"40231","YBR018C","GAL7","K",0.297125931
"40232","YBR019C","GAL10","K",0.470917001
"40233","YBR020W","GAL1","K",1.120563284
"40234","YBR021W","FUR4","K",-0.087650399
"40235","YBR022W","POA1","K",0.166588971
"40236","YBR023C","CHS3","K",0.060119103
"40237","YBR024W","SCO2","K",-0.756075686
"40238","YBR025C","OLA1","K",1.740506019
"40239","YBR027C","YBR027C","K",-0.117287426
"40240","YBR028C","YPK3","K",-0.336227782
"40241","YBR029C","CDS1","K",-0.461120511
"40242","YBR030W","RKM3","K",0.641408463
"40243","YBR032W","YBR032W","K",1.076188743
"40244","YBR033W","EDS1","K",0.137457837
"40245","YBR034C","HMT1","K",0.070821987
"40246","YBR035C","PDX3","K",-0.611856116
"40247","YBR037C","SCO1","K",0.105842741
"40248","YBR038W","CHS2","K",0.107978801
"40249","YBR039W","ATP3","K",-0.437929021
"40250","YBR040W","FIG1","K",0.482866832
"40251","YBR042C","CST26","K",1.168914522
"40252","YBR043C","QDR3","K",-1.583672404
"40253","YBR045C","GIP1","K",0.624472239
"40254","YBR047W","FMP23","K",-0.4600377
"40255","YBR049C","REB1","K",-2.486774632
"40256","YBR050C","REG2","K",-0.215191822
"40257","YBR051W","YBR051W","K",0.4143553
"40258","YBR052C","RFS1","K",-0.021592101
"40259","YBR053C","YBR053C","K",0.535950829
"40260","YBR055C","PRP6","K",-0.303426391
"40261","YBR056W","YBR056W","K",1.008096826
"40262","YBR057C","MUM2","K",0.527621994
"40263","YBR058C","UBP14","K",-0.866696531
"40264","YBR058C-A","TSC3","K",-0.463520776
"40265","YBR059C","AKL1","K",0.241151253
"40266","YBR060C","ORC2","K",0.514877942
"40267","YBR061C","TRM7","K",-0.029493153
"40268","YBR062C","YBR062C","K",-0.428124841
"40269","YBR063C","YBR063C","K",-1.076497059
"40270","YBR064W","YBR064W","K",-0.109737821
"40271","YBR065C","ECM2","K",0.316970948
"40272","YBR066C","NRG2","K",0.145229637
"40273","YBR067C","TIP1","K",0.237261633
"40274","YBR068C","BAP2","K",-0.346935443
"40275","YBR069C","TAT1","K",-0.108431839
"40276","YBR070C","ALG14","K",0.132932667
"40277","YBR071W","YBR071W","K",1.026013578
"40278","YBR072W","HSP26","K",0.672867668
"40279","YBR077C","SLM4","K",-1.061498332
"40280","YBR078W","ECM33","K",0.682533212
"40281","YBR079C","RPG1","K",-0.93771312
"40282","YBR080C","SEC18","K",0.945492338
"40283","YBR081C","SPT7","K",-0.167655277
"40284","YBR083W","TEC1","K",-1.602781322
"40285","YBR084C-A","RPL19A","K",0.043163335
"40286","YBR084W","MIS1","K",0.02704858
"40287","YBR085C-A","YBR085C-A","K",-0.825033652
"40288","YBR085W","AAC3","K",-0.436608561
"40289","YBR086C","IST2","K",-0.077249591
"40290","YBR087W","RFC5","K",1.544912934
"40291","YBR088C","POL30","K",-0.459009376
"40292","YBR089C-A","NHP6B","K",-0.811491461
"40293","YBR089W","YBR089W","K",0.24005721
"40294","YBR091C","TIM12","K",-1.039540969
"40295","YBR092C","PHO3","K",-0.467369048
"40296","YBR093C","PHO5","K",-0.926961963
"40297","YBR094W","PBY1","K",0.029741878
"40298","YBR095C","RXT2","K",-0.378175921
"40299","YBR096W","YBR096W","K",-0.431340581
"40300","YBR097W","VPS15","K",-1.27137913
"40301","YBR098W","MMS4","K",0.26286556
"40302","YBR099C","YBR099C","K",-2.60564169
"40303","YBR100W","YBR100W","K",1.489519197
"40304","YBR101C","FES1","K",2.608237901
"40305","YBR102C","EXO84","K",-0.549619904
"40306","YBR103C-A","YBR103C-A","K",0.070548
"40307","YBR103W","SIF2","K",0.081890186
"40308","YBR104W","YMC2","K",-0.076078546
"40309","YBR105C","VID24","K",-1.54328825
"40310","YBR106W","PHO88","K",0.767898778
"40311","YBR107C","IML3","K",-0.158895936
"40312","YBR108W","AIM3","K",-0.347006649
"40313","YBR109C","CMD1","K",0.835270069
"40314","YBR110W","ALG1","K",-0.269480611
"40315","YBR111C","YSA1","K",-0.651513803
"40316","YBR112C","CYC8","K",-0.130592009
"40317","YBR113W","YBR113W","K",-1.055028753
"40318","YBR115C","LYS2","K",0.647741269
"40319","YBR116C","YBR116C","K",0.108117724
"40320","YBR117C","TKL2","K",0.089817727
"40321","YBR118W","TEF1","K",-0.322533197
"40322","YBR119W","MUD1","K",1.119512837
"40323","YBR121C","GRS1","K",0.669116164
"40324","YBR122C","MRPL36","K",0.1052872
"40325","YBR123C","TFC1","K",-0.920777578
"40326","YBR124W","YBR124W","K",0.241704962
"40327","YBR125C","PTC4","K",-0.241101268
"40328","YBR126C","TPS1","K",0.611217406
"40329","YBR126W-A","YBR126W-A","K",0.028146152
"40330","YBR127C","VMA2","K",-0.612234881
"40331","YBR128C","ATG14","K",0.803054496
"40332","YBR129C","OPY1","K",0.657231947
"40333","YBR130C","SHE3","K",0.142656196
"40334","YBR131C-A","YBR131C-A","K",1.182202563
"40335","YBR131W","CCZ1","K",0.80419861
"40336","YBR132C","AGP2","K",-0.067855214
"40337","YBR133C","HSL7","K",2.448766701
"40338","YBR134W","YBR134W","K",0.143002871
"40339","YBR135W","CKS1","K",0.058324343
"40340","YBR138C","YBR138C","K",-0.168132767
"40341","YBR139W","ATG42","K",0.331237816
"40342","YBR140C","IRA1","K",0.086486307
"40343","YBR141C","BMT2","K",-0.612630311
"40344","YBR141W-A","YBR141W-A","K",-0.517167105
"40345","YBR142W","MAK5","K",-0.120286418
"40346","YBR143C","SUP45","K",-1.198878202
"40347","YBR144C","YBR144C","K",-1.101723299
"40348","YBR146W","MRPS9","K",-0.101882823
"40349","YBR147W","RTC2","K",0.15241743
"40350","YBR148W","YSW1","K",-1.206530388
"40351","YBR149W","ARA1","K",1.53315334
"40352","YBR150C","TBS1","K",0.257445938
"40353","YBR151W","APD1","K",0.131093838
"40354","YBR152W","SPP381","K",1.061496635
"40355","YBR153W","RIB7","K",0.164122986
"40356","YBR154C","RPB5","K",-0.210795978
"40357","YBR155W","CNS1","K",-0.55741887
"40358","YBR156C","SLI15","K",-0.855514873
"40359","YBR158W","AMN1","K",0.884212983
"40360","YBR159W","IFA38","K",0.468079821
"40361","YBR160W","CDC28","K",-0.317825196
"40362","YBR161W","CSH1","K",0.951000749
"40363","YBR162C","TOS1","K",-0.116432113
"40364","YBR162W-A","YSY6","K",0.771207146
"40365","YBR163W","EXO5","K",-0.031123114
"40366","YBR164C","ARL1","K",1.045903445
"40367","YBR165W","UBS1","K",0.147029874
"40368","YBR166C","TYR1","K",0.077609631
"40369","YBR167C","POP7","K",0.040456108
"40370","YBR168W","PEX32","K",0.60452159
"40371","YBR169C","SSE2","K",0.308860565
"40372","YBR170C","NPL4","K",0.083598581
"40373","YBR171W","SEC66","K",0.13644263
"40374","YBR172C","SMY2","K",0.735033704
"40375","YBR173C","UMP1","K",-0.062011405
"40376","YBR174C","YBR174C","K",0.174072423
"40377","YBR175W","SWD3","K",-1.955244
"40378","YBR176W","ECM31","K",0.593963633
"40379","YBR177C","EHT1","K",0.568762773
"40380","YBR178W","YBR178W","K",-0.256817628
"40381","YBR179C","FZO1","K",0.049194209
"40382","YBR180W","DTR1","K",-0.586735576
"40383","YBR181C","RPS6B","K",-0.234939504
"40384","YBR182C","SMP1","K",1.304799149
"40385","YBR182C-A","YBR182C-A","K",-0.325232684
"40386","YBR183W","YPC1","K",0.377234123
"40387","YBR184W","YBR184W","K",-1.180654243
"40388","YBR185C","MBA1","K",0.148227307
"40389","YBR186W","PCH2","K",-0.051853661
"40390","YBR187W","GDT1","K",-0.962436298
"40391","YBR188C","NTC20","K",-0.245883416
"40392","YBR189W","RPS9B","K",0.581355058
"40393","YBR190W","YBR190W","K",0.61330054
"40394","YBR191W","RPL21A","K",-0.063157721
"40395","YBR192W","RIM2","K",8.412458145
"40396","YBR193C","MED8","K",1.496594262
"40397","YBR194W","AIM4","K",-1.762700202
"40398","YBR195C","MSI1","K",-1.141628959
"40399","YBR196C","PGI1","K",0.090208772
"40400","YBR197C","YBR197C","K",-0.038742406
"40401","YBR198C","TAF5","K",0.749441764
"40402","YBR199W","KTR4","K",-0.087591401
"40403","YBR200W","BEM1","K",-0.6945444
"40404","YBR201W","DER1","K",-1.392162033
"40405","YBR202W","MCM7","K",0.165239759
"40406","YBR204C","LDH1","K",0.789517494
"40407","YBR205W","KTR3","K",-0.434222627
"40408","YBR206W","YBR206W","K",3.361512868
"40409","YBR209W","YBR209W","K",-0.165431253
"40410","YBR210W","ERV15","K",-0.359671346
"40411","YBR211C","AME1","K",2.304714846
"40412","YBR212W","NGR1","K",-0.160831591
"40413","YBR213W","MET8","K",2.292944952
"40414","YBR214W","SDS24","K",-0.917633775
"40415","YBR215W","HPC2","K",0.1589446
"40416","YBR216C","YBP1","K",-0.353675912
"40417","YBR217W","ATG12","K",-0.773453855
"40418","YBR218C","PYC2","K",-0.136951463
"40419","YBR219C","YBR219C","K",0.546722626
"40420","YBR220C","YBR220C","K",0.24735605
"40421","YBR221C","PDB1","K",1.026825373
"40422","YBR222C","PCS60","K",1.068164713
"40423","YBR223C","TDP1","K",0.108056337
"40424","YBR223W-A","YBR223W-A","K",0.595091842
"40425","YBR224W","YBR224W","K",2.268911126
"40426","YBR225W","YBR225W","K",0.055888369
"40427","YBR226C","YBR226C","K",0.154917359
"40428","YBR227C","MCX1","K",0.350898902
"40429","YBR228W","SLX1","K",-0.654103221
"40430","YBR230C","OM14","K",0.440222054
"40431","YBR231C","SWC5","K",-0.358900102
"40432","YBR232C","YBR232C","K",1.03025273
"40433","YBR233W","PBP2","K",-0.308214532
"40434","YBR233W-A","DAD3","K",-0.48208992
"40435","YBR234C","ARC40","K",0.490404729
"40436","YBR235W","VHC1","K",2.682910081
"40437","YBR237W","PRP5","K",0.434647498
"40438","YBR238C","YBR238C","K",-0.033660635
"40439","YBR239C","ERT1","K",-1.535946224
"40440","YBR241C","YBR241C","K",0.299743027
"40441","YBR242W","YBR242W","K",-0.133038952
"40442","YBR243C","ALG7","K",-0.427447692
"40443","YBR244W","GPX2","K",0.498996987
"40444","YBR245C","ISW1","K",0.3407794
"40445","YBR246W","RRT2","K",-0.523106415
"40446","YBR247C","ENP1","K",-0.444379216
"40447","YBR248C","HIS7","K",0.888899947
"40448","YBR249C","ARO4","K",1.323187721
"40449","YBR250W","SPO23","K",-0.562952952
"40450","YBR251W","MRPS5","K",0.122676566
"40451","YBR252W","DUT1","K",0.512886697
"40452","YBR253W","SRB6","K",0.378561088
"40453","YBR254C","TRS20","K",0.095755562
"40454","YBR255C-A","YBR255C-A","K",0.037647623
"40455","YBR256C","RIB5","K",-1.198830542
"40456","YBR257W","POP4","K",-1.028781152
"40457","YBR258C","SHG1","K",0.045818857
"40458","YBR259W","YBR259W","K",-0.754939302
"40459","YBR260C","RGD1","K",-0.704385694
"40460","YBR261C","TAE1","K",-0.688348718
"40461","YBR262C","MIC12","K",-0.714349364
"40462","YBR263W","SHM1","K",-0.947383424
"40463","YBR264C","YPT10","K",0.002866354
"40464","YBR265W","TSC10","K",0.406639133
"40465","YBR266C","SLM6","K",-0.758288752
"40466","YBR267W","REI1","K",0.249904737
"40467","YBR268W","MRPL37","K",-0.224548239
"40468","YBR271W","EFM2","K",-0.810748388
"40469","YBR272C","HSM3","K",-0.433170021
"40470","YBR273C","UBX7","K",0.51602121
"40471","YBR274W","CHK1","K",1.254404667
"40472","YBR276C","PPS1","K",0.382317536
"40473","YBR277C","YBR277C","K",0.696138183
"40474","YBR278W","DPB3","K",0.508631136
"40475","YBR279W","PAF1","K",0.935665303
"40476","YBR280C","SAF1","K",1.144339038
"40477","YBR281C","DUG2","K",-0.926313757
"40478","YBR282W","MRPL27","K",0.075085251
"40479","YBR283C","SSH1","K",0.117225938
"40480","YBR284W","YBR284W","K",-0.188484488
"40481","YBR286W","APE3","K",-0.736184764
"40482","YBR287W","YBR287W","K",0.130452556
"40483","YBR289W","SNF5","K",-0.906266587
"40484","YBR291C","CTP1","K",-0.107915697
"40485","YBR292C","YBR292C","K",1.208765922
"40486","YBR293W","VBA2","K",1.317426786
"40487","YBR294W","SUL1","K",-1.325429632
"40488","YBR295W","PCA1","K",-0.053097984
"40489","YBR296C","PHO89","K",-1.027808314
"40490","YBR296C-A","YBR296C-A","K",0.164056136
"40491","YBR297W","MAL33","K",-0.973381846
"40492","YBR298C","MAL31","K",-0.268429625
"40493","YBR298C-A","YBR298C-A","K",0.287280678
"40494","YBR300C","YBR300C","K",-0.866613082
"40495","YCL001W","RER1","K",-0.193971822
"40496","YCL001W-A","YCL001W-A","K",-0.760732028
"40497","YCL001W-B","YCL001W-B","K",1.691068545
"40498","YCL004W","PGS1","K",0.271848664
"40499","YCL005W","LDB16","K",1.332223879
"40500","YCL007C","CWH36","K",-0.351985575
"40501","YCL008C","STP22","K",0.532584122
"40502","YCL009C","ILV6","K",0.336159366
"40503","YCL010C","SGF29","K",-1.748161516
"40504","YCL011C","GBP2","K",-2.267121759
"40505","YCL017C","NFS1","K",-0.345161908
"40506","YCL018W","LEU2","K",1.257429063
"40507","YCL021W-A","YCL021W-A","K",-0.77994392
"40508","YCL022C","YCL022C","K",-1.785721485
"40509","YCL023C","YCL023C","K",0.260482343
"40510","YCL024W","KCC4","K",-0.616654918
"40511","YCL025C","AGP1","K",-0.968861028
"40512","YCL026C-A","FRM2","K",-1.581465723
"40513","YCL027C-A","YCL027C-A","K",0.287629808
"40514","YCL027W","FUS1","K",0.436522758
"40515","YCL028W","RNQ1","K",-0.123919076
"40516","YCL029C","BIK1","K",0.300010851
"40517","YCL030C","HIS4","K",0.264869538
"40518","YCL031C","RRP7","K",-0.718903192
"40519","YCL033C","MXR2","K",0.097870429
"40520","YCL034W","LSB5","K",0.264590856
"40521","YCL035C","GRX1","K",-0.347792174
"40522","YCL036W","GFD2","K",-0.428649883
"40523","YCL037C","SRO9","K",-0.161540513
"40524","YCL038C","ATG22","K",-1.187953215
"40525","YCL039W","GID7","K",-0.532965878
"40526","YCL040W","GLK1","K",-1.114508607
"40527","YCL041C","YCL041C","K",0.024982791
"40528","YCL042W","YCL042W","K",2.467287106
"40529","YCL043C","PDI1","K",-0.792583851
"40530","YCL044C","MGR1","K",-0.136103382
"40531","YCL045C","EMC1","K",-0.107734421
"40532","YCL046W","YCL046W","K",-1.402743287
"40533","YCL047C","POF1","K",-1.089030394
"40534","YCL048W","SPS22","K",-0.190822376
"40535","YCL049C","YCL049C","K",0.540208954
"40536","YCL050C","APA1","K",-0.272090665
"40537","YCL051W","LRE1","K",-0.480558433
"40538","YCL052C","PBN1","K",-1.4344041
"40539","YCL055W","KAR4","K",-0.507005065
"40540","YCL056C","PEX34","K",-1.109875775
"40541","YCL057C-A","MIC10","K",-1.462374706
"40542","YCL057W","PRD1","K",-1.056384314
"40543","YCL058C","FYV5","K",0.223935887
"40544","YCL059C","KRR1","K",0.356096712
"40545","YCL061C","MRC1","K",0.000770117
"40546","YCL063W","VAC17","K",-0.544936494
"40547","YCL064C","CHA1","K",0.116312517
"40548","YCL065W","YCL065W","K",-0.416839999
"40549","YCL068C","YCL068C","K",0.833449295
"40550","YCL073C","GEX1","K",0.061325395
"40551","YCL074W","TY5A","K",-0.866358815
"40552","YCL075W","TY5B","K",0.164646777
"40553","YCL076W","YCL076W","K",0.458135083
"40554","YCR001W","YCR001W","K",1.097148808
"40555","YCR002C","CDC10","K",-0.328491948
"40556","YCR003W","MRPL32","K",0.279075825
"40557","YCR004C","YCP4","K",-0.47267282
"40558","YCR005C","CIT2","K",-0.334851885
"40559","YCR007C","YCR007C","K",3.784575976
"40560","YCR008W","SAT4","K",2.835788731
"40561","YCR009C","RVS161","K",0.053673612
"40562","YCR011C","ADP1","K",-0.707392307
"40563","YCR012W","PGK1","K",-0.240555586
"40564","YCR014C","POL4","K",2.106201442
"40565","YCR015C","CTO1","K",-0.353495578
"40566","YCR016W","YCR016W","K",0.260701592
"40567","YCR017C","CWH43","K",0.798924693
"40568","YCR019W","MAK32","K",-1.140930422
"40569","YCR020C","PET18","K",0.484420975
"40570","YCR020C-A","MAK31","K",-0.485656299
"40571","YCR020W-B","HTL1","K",1.094638291
"40572","YCR021C","HSP30","K",1.842128749
"40573","YCR023C","YCR023C","K",0.831783037
"40574","YCR024C","SLM5","K",0.33556248
"40575","YCR024C-A","PMP1","K",-0.147494157
"40576","YCR025C","YCR025C","K",-2.95213757
"40577","YCR026C","NPP1","K",0.032134964
"40578","YCR027C","RHB1","K",0.827953669
"40579","YCR028C","FEN2","K",-1.08204243
"40580","YCR028C-A","RIM1","K",0.835207924
"40581","YCR030C","SYP1","K",-0.975363754
"40582","YCR031C","RPS14A","K",-0.149451304
"40583","YCR032W","BPH1","K",-1.286614091
"40584","YCR033W","SNT1","K",-0.219826253
"40585","YCR034W","ELO2","K",1.776651487
"40586","YCR035C","RRP43","K",-0.511513267
"40587","YCR036W","RBK1","K",0.264534554
"40588","YCR037C","PHO87","K",0.527462068
"40589","YCR038C","BUD5","K",-0.318983789
"40590","YCR038W-A","YCR038W-A","K",-0.237098434
"40591","YCR040W","MATALPHA1","K",0.296913575
"40592","YCR041W","YCR041W","K",-0.837092501
"40593","YCR042C","TAF2","K",-0.062529875
"40594","YCR043C","YCR043C","K",0.235205319
"40595","YCR044C","PER1","K",0.318911925
"40596","YCR045C","RRT12","K",-0.306128781
"40597","YCR045W-A","YCR045W-A","K",2.454968395
"40598","YCR046C","IMG1","K",-1.819019274
"40599","YCR047C","BUD23","K",0.054814694
"40600","YCR047W-A","YCR047W-A","K",1.340246257
"40601","YCR048W","ARE1","K",0.246448695
"40602","YCR049C","YCR049C","K",-0.263510195
"40603","YCR050C","YCR050C","K",0.243671087
"40604","YCR051W","YCR051W","K",0.950993377
"40605","YCR052W","RSC6","K",-0.128973204
"40606","YCR053W","THR4","K",1.212082455
"40607","YCR054C","CTR86","K",0.30037677
"40608","YCR057C","PWP2","K",0.21990617
"40609","YCR059C","YIH1","K",-0.305393709
"40610","YCR060W","TAH1","K",-0.417404512
"40611","YCR061W","YCR061W","K",-0.599600209
"40612","YCR063W","BUD31","K",0.35434011
"40613","YCR064C","YCR064C","K",-0.489842421
"40614","YCR065W","HCM1","K",-0.87706543
"40615","YCR067C","SED4","K",-0.819342626
"40616","YCR068W","ATG15","K",0.551963394
"40617","YCR069W","CPR4","K",-0.037295255
"40618","YCR071C","IMG2","K",-0.459886915
"40619","YCR072C","RSA4","K",-1.446521735
"40620","YCR073C","SSK22","K",1.785960749
"40621","YCR073W-A","SOL2","K",-0.126819467
"40622","YCR076C","FUB1","K",0.247077662
"40623","YCR079W","PTC6","K",-1.133734007
